de	d e
înclinate	ɨ n k l i n a t e
încălcate	ɨ n k ə l k a t e
îndepărtezi	ɨ n d e p ə r t e zʲ
înfrântă	ɨ n f r ɨ n t ə
înmulțește	ɨ n m u l t͡s e ʃ t e
înota	ɨ n o t a
întrebuințat	ɨ n t r e b u i n t͡s a t
întrebând	ɨ n t r e b ɨ n d
întrerup	ɨ n t r e r u p
întâmpinare	ɨ n t ɨ m p i n a r e
întâmpine	ɨ n t ɨ m p i n e
întâmplărilor	ɨ n t ɨ m p l ə r i l o r
învata	ɨ n v a t a
înăbușit	ɨ n ə b u ʃ i t
șinele	ʃ i n e l e
abilitatile	a b i l i t a t i l e
absurde	a b s u r d e
aburul	a b u r u
abuzului	a b u z u l u j
accelerate	a k t͡ʃ e l e r a t e
adipos	a d i p o s
adolescentul	a d o l e s t͡ʃ e n t u
ads	a d s
aero	a e r o
affairs	a f a i r s
afin	a f i n
ajungerea	a ʒ u n d͡ʒ e r e̯ a
ajustarea	a ʒ u s t a r e̯ a
alaric	a l a r i k
alianta	a l i a n t a
alimentari	a l i m e n t a rʲ
alipirea	a l i p i r e̯ a
alpiniști	a l p i n i ʃ tʲ
amandoua	a m a n d o w a
ambițioase	a m b i t͡s i o̯ a s e
aminoacid	a m i n o̯ a t͡ʃ i d
amnezie	a m n e z i e
angelescu	a n d͡ʒ e l e s k u
ansamblurile	a n s a m b l u r i l e
anticomunist	a n t i k o m u n i s t
antidot	a n t i d o t
aparența	a p a r e n t͡s a
apuseană	a p u s e̯ a n ə
arhitectonic	a r h i t e k t o n i k
asasinatul	a s a s i n a t u
ascultate	a s k u l t a t e
atinga	a t i n ɡ a
atletic	a t l e t i k
atv	a t v
audierile	a u d i e r i l e
avalanșă	a v a l a n ʃ ə
baghetă	b a ɡ e t ə
banuiesc	b a n u j e s k
because	b e k a w s e
betonului	b e t o n u l u j
birds	b i r d s
bisericuța	b i s e r i k u t͡s a
blanchard	b l a n k a r d
blocada	b l o k a d a
born	b o r n
breslei	b r e s l e j
breșă	b r e ʃ ə
budist	b u d i s t
buletine	b u l e t i n e
buzești	b u z e ʃ tʲ
béla	b e l a
băilor	b ə i l o r
caderea	k a d e r e̯ a
caligula	k a l i ɡ u l a
calvarul	k a l v a r u
cală	k a l ə
camionului	k a m i o n u l u j
candidaturii	k a n d i d a t u r i j
caporalul	k a p o r a l u
capta	k a p t a
careu	k a r e w
caritas	k a r i t a s
categorică	k a t e ɡ o r i k ə
cazați	k a z a t͡sʲ
certificată	t͡ʃ e r t i f i k a t ə
chirurgiei	k i r u r d͡ʒ i e j
clarkson	k l a r k s o n
clădită	k l ə d i t ə
coapsele	k o̯ a p s e l e
colaborările	k o l a b o r ə r i l e
coloanelor	k o l o̯ a n e l o r
columbeanu	k o l u m b e̯ a n u
combătut	k o m b ə t u t
comemorează	k o m e m o r e̯ a z ə
comenteze	k o m e n t e z e
complicație	k o m p l i k a t͡s i e
comporți	k o m p o r t͡sʲ
computerizate	k o m p u t e r i z a t e
compușii	k o m p u ʃ i j
comunicatul	k o m u n i k a t u
concretizează	k o n k r e t i z e̯ a z ə
conductor	k o n d u k t o r
conectezi	k o n e k t e zʲ
controale	k o n t r o̯ a l e
controlăm	k o n t r o l ə m
convenabilă	k o n v e n a b i l ə
convocare	k o n v o k a r e
coproducție	k o p r o d u k t͡s i e
corbului	k o r b u l u j
corectată	k o r e k t a t ə
cosimo	k o s i m o
creștet	k r e ʃ t e t
croați	k r o̯ a t͡sʲ
cruțat	k r u t͡s a t
cugetarea	k u d͡ʒ e t a r e̯ a
culce	k u l t͡ʃ e
cuprul	k u p r u
cuvînt	k u v ɨ n t
căsuțe	k ə s u t͡s e
davidescu	d a v i d e s k u
declarându	d e k l a r ɨ n d u
declinului	d e k l i n u l u j
demonică	d e m o n i k ə
demonstrate	d e m o n s t r a t e
demonului	d e m o n u l u j
denton	d e n t o n
depozitează	d e p o z i t e̯ a z ə
depresiuni	d e p r e s i u nʲ
depresivă	d e p r e s i v ə
depunem	d e p u n e m
derulare	d e r u l a r e
desemnării	d e s e m n ə r i j
detașează	d e t a ʃ e̯ a z ə
deteriorării	d e t e r i o r ə r i j
deunăzi	d e u n ə zʲ
dezbrăcați	d e z b r ə k a t͡sʲ
dim	d i m
dion	d i o n
domniile	d o m n i i l e
dormeau	d o r m e̯ a w
draco	d r a k o
dramaturgia	d r a m a t u r d͡ʒ i a
dresaj	d r e s a ʒ
dresda	d r e s d a
dress	d r e s
dt	d e t e
dungă	d u ŋ ɡ ə
dăruirea	d ə r u i r e̯ a
elisa	e l i s a
emblematic	e m b l e m a t i k
emigrarea	e m i ɡ r a r e̯ a
enumerat	e n u m e r a t
enzimele	e n z i m e l e
episcopie	e p i s k o p i e
eretici	e r e t i t͡ʃʲ
erevan	e r e v a n
eroziunea	e r o z i u n e̯ a
esențialul	e s e n t͡s i a l u
evidențiind	e v i d e n t͡s i i n d
experimentezi	e k s p e r i m e n t e zʲ
fargo	f a r ɡ o
fascismului	f a s t͡ʃ i s m u l u j
faur	f a u r
feministă	f e m i n i s t ə
fiece	f j e t͡ʃ e
fifth	f i f t
filozofii	f i l o z o f i j
flo	f l o
fondate	f o n d a t e
formatele	f o r m a t e l e
formațiilor	f o r m a t͡s i i l o r
forțarea	f o r t͡s a r e̯ a
francofoniei	f r a n k o f o n i e j
frazele	f r a z e l e
frecarea	f r e k a r e̯ a
freză	f r e z ə
fulton	f u l t o n
fundatia	f u n d a t i a
funk	f u ŋ k
gabriella	ɡ a b r i e l l a
galia	ɡ a l i a
gastrice	ɡ a s t r i t͡ʃ e
gemenele	d͡ʒ e m e n e l e
geții	d͡ʒ e t͡s i j
gl	ɡ l
glezne	ɡ l e z n e
goliat	ɡ o l i a t
golurilor	ɡ o l u r i l o r
graal	ɡ r a a l
gradat	ɡ r a d a t
grecul	ɡ r e k u
grover	ɡ r o v e r
grâne	ɡ r ɨ n e
gulag	ɡ u l a ɡ
gustavo	ɡ u s t a v o
guvernate	ɡ u v e r n a t e
gândeau	ɡ ɨ n d e̯ a w
găleata	ɡ ə l e̯ a t a
heinz	h e i n z
henrietta	h e n r i e t t a
hernie	h e r n i e
hipertensiunea	h i p e r t e n s i u n e̯ a
ieșeană	j e ʃ e̯ a n ə
impozitului	i m p o z i t u l u j
informatori	i n f o r m a t o rʲ
informezi	i n f o r m e zʲ
instinctiv	i n s t i n k t i v
intelect	i n t e l e k t
intelectului	i n t e l e k t u l u j
intenționau	i n t e n t͡s i o n a w
intervalele	i n t e r v a l e l e
intoarca	i n t o̯ a r k a
intravenos	i n t r a v e n o s
iosef	j o s e f
ivireanul	i v i r e̯ a n u
izbitoare	i z b i t o̯ a r e
izbucnirii	i z b u k n i r i j
jam	ʒ a m
judecătoriei	ʒ u d e k ə t o r i e j
kensington	k e n s i n ɡ t o n
largo	l a r ɡ o
latentă	l a t e n t ə
legalitatea	l e ɡ a l i t a t e̯ a
legitimația	l e d͡ʒ i t i m a t͡s i a
leziunilor	l e z i u n i l o r
lingviști	l i n ɡ v i ʃ tʲ
loretta	l o r e t t a
luă	l u ə
lyle	l i l e
lăutarii	l ə u t a r i j
magnifică	m a ɡ n i f i k ə
mako	m a k o
maladii	m a l a d i j
malaxa	m a l a k s a
mantia	m a n t i a
martine	m a r t i n e
marton	m a r t o n
martora	m a r t o r a
maturizarea	m a t u r i z a r e̯ a
mayo	m a j o
mba	m b a
meridianele	m e r i d i a n e l e
meteorologic	m e t e o r o l o d͡ʒ i k
metodologic	m e t o d o l o d͡ʒ i k
meșteșugurile	m e ʃ t e ʃ u ɡ u r i l e
milionari	m i l i o n a rʲ
mingii	m i n d͡ʒ i j
miroslava	m i r o s l a v a
mirosuri	m i r o s u rʲ
mlaștini	m l a ʃ t i nʲ
mob	m o b
modernism	m o d e r n i s m
moloz	m o l o z
morfină	m o r f i n ə
mosul	m o s u
motivarea	m o t i v a r e̯ a
motrice	m o t r i t͡ʃ e
munciți	m u n t͡ʃ i t͡sʲ
mure	m u r e
mutării	m u t ə r i j
mâncau	m ɨ n k a w
mărginean	m ə r d͡ʒ i n e̯ a n
mărind	m ə r i n d
nasta	n a s t a
navigației	n a v i ɡ a t͡s i e j
negustorul	n e ɡ u s t o r u
nemiloasă	n e m i l o̯ a s ə
nemuritori	n e m u r i t o rʲ
nenorociți	n e n o r o t͡ʃ i t͡sʲ
nesfârșite	n e s f ɨ r ʃ i t e
neîncăpătoare	n e ɨ n k ə p ə t o̯ a r e
notes	n o t e s
notorii	n o t o r i j
ntâmplă	n t ɨ m p l ə
nuanța	n u a n t͡s a
obisnuiti	o b i s n u i tʲ
obligati	o b l i ɡ a tʲ
oficialități	o f i t͡ʃ i a l i t ə t͡sʲ
oncologie	o n k o l o d͡ʒ i e
orbán	o r b a n
oreste	o r e s t e
origami	o r i ɡ a mʲ
ozana	o z a n a
palete	p a l e t e
panoramic	p a n o r a m i k
papal	p a p a l
parașuta	p a r a ʃ u t a
perlele	p e r l e l e
peronul	p e r o n u
picante	p i k a n t e
pictez	p i k t e z
pipi	p i p i
plaiul	p l a j u
plantați	p l a n t a t͡sʲ
plecă	p l e k ə
plutonul	p l u t o n u
political	p o l i t i k a l
pomenesc	p o m e n e s k
popov	p o p o v
posede	p o s e d e
postuniversitar	p o s t u n i v e r s i t a r
preconizat	p r e k o n i z a t
prelucrată	p r e l u k r a t ə
prepari	p r e p a rʲ
primat	p r i m a t
prindeți	p r i n d e t͡sʲ
priori	p r i o rʲ
procura	p r o k u r a
profețiile	p r o f e t͡s i i l e
proiectantul	p r o j e k t a n t u
propriii	p r o p r i i j
protejând	p r o t e ʒ ɨ n d
provocați	p r o v o k a t͡sʲ
pustnic	p u s t n i k
putu	p u t u
pântecele	p ɨ n t e t͡ʃ e l e
pământean	p ə m ɨ n t e̯ a n
păsărica	p ə s ə r i k a
radulescu	r a d u l e s k u
ranch	r a n k
rarău	r a r ə w
reamintim	r e a m i n t i m
recoltele	r e k o l t e l e
recunoastem	r e k u n o̯ a s t e m
recunostinta	r e k u n o s t i n t a
redactori	r e d a k t o rʲ
regan	r e ɡ a n
regizoarea	r e d͡ʒ i z o̯ a r e̯ a
related	r e l a t e d
reprezentantului	r e p r e z e n t a n t u l u j
reproșează	r e p r o ʃ e̯ a z ə
restaura	r e s t a u r a
reîntoarcere	r e ɨ n t o̯ a r t͡ʃ e r e
ritmic	r i t m i k
rivalitatea	r i v a l i t a t e̯ a
roboților	r o b o t͡s i l o r
romanțe	r o m a n t͡s e
rostită	r o s t i t ə
row	r o w
râdeau	r ɨ d e̯ a w
râdeți	r ɨ d e t͡sʲ
satisfăcută	s a t i s f ə k u t ə
scandinave	s k a n d i n a v e
schițat	s k i t͡s a t
scăparea	s k ə p a r e̯ a
secreta	s e k r e t a
sefii	s e f i j
selecționer	s e l e k t͡s i o n e r
semnăm	s e m n ə m
seniorii	s e n i o r i j
sentinel	s e n t i n e l
sfărâmat	s f ə r ɨ m a t
sibian	s i b i a n
simpozionului	s i m p o z i o n u l u j
simteam	s i m t e̯ a m
simu	s i m u
simulări	s i m u l ə rʲ
sirena	s i r e n a
smurd	s m u r d
sosind	s o s i n d
spaimă	s p a j m ə
span	s p a n
stafide	s t a f i d e
stalingrad	s t a l i n ɡ r a d
stamate	s t a m a t e
standardizat	s t a n d a r d i z a t
statal	s t a t a l
stiati	s t i a tʲ
stimate	s t i m a t e
stimulată	s t i m u l a t ə
storage	s t o r a d͡ʒ e
strajă	s t r a ʒ ə
strazii	s t r a z i j
strickland	s t r i k l a n d
strălucind	s t r ə l u t͡ʃ i n d
stârnind	s t ɨ r n i n d
stăpânilor	s t ə p ɨ n i l o r
substanta	s u b s t a n t a
sumbre	s u m b r e
supereroi	s u p e r e r o j
săltat	s ə l t a t
săptămîni	s ə p t ə m ɨ nʲ
sărmani	s ə r m a nʲ
tap	t a p
taxat	t a k s a t
teava	t e̯ a v a
telenovela	t e l e n o v e l a
telenovele	t e l e n o v e l e
telespectatorii	t e l e s p e k t a t o r i j
tematici	t e m a t i t͡ʃʲ
teoretician	t e o r e t i t͡ʃ i a n
todea	t o d e̯ a
tofan	t o f a n
topoare	t o p o̯ a r e
trageri	t r a d͡ʒ e rʲ
tulbura	t u l b u r a
tumora	t u m o r a
turele	t u r e l e
umanistă	u m a n i s t ə
umm	u m m
unionistă	u n i o n i s t ə
uriase	u r i a s e
urmati	u r m a tʲ
urmatorii	u r m a t o r i j
urzica	u r z i k a
uzbekistan	u z b e k i s t a n
uzura	u z u r a
vaginală	v a d͡ʒ i n a l ə
vaginului	v a d͡ʒ i n u l u j
variațiuni	v a r i a t͡s i u nʲ
vegeta	v e d͡ʒ e t a
veștii	v e ʃ t i j
vibrantă	v i b r a n t ə
viespi	v j e s p i
violare	v i o l a r e
vulcanului	v u l k a n u l u j
walton	w a l t o n
welle	w e l l e
wilkinson	w i l k i n s o n
yoko	j o k o
za	z a
zelda	z e l d a
îmbogăți	ɨ m b o ɡ ə t͡sʲ
împlinită	ɨ m p l i n i t ə
încercase	ɨ n t͡ʃ e r k a s e
încercării	ɨ n t͡ʃ e r k ə r i j
închinarea	ɨ n k i n a r e̯ a
închirierea	ɨ n k i r i e r e̯ a
încălțat	ɨ n k ə l t͡s a t
îndrăzneala	ɨ n d r ə z n e̯ a l a
înflorirea	ɨ n f l o r i r e̯ a
îngerului	ɨ n d͡ʒ e r u l u j
înlocuiești	ɨ n l o k u j e ʃ tʲ
întemnițat	ɨ n t e m n i t͡s a t
înzestrate	ɨ n z e s t r a t e
șcheia	ʃ k e j a
șobolanul	ʃ o b o l a n u
șosetele	ʃ o s e t e l e
țarist	t͡s a r i s t
țipat	t͡s i p a t
țipe	t͡s i p e
absenți	a b s e n t͡sʲ
accesează	a k t͡ʃ e s e̯ a z ə
actioneaza	a k t i o n e̯ a z a
acvariul	a k v a r i u
adeziunea	a d e z i u n e̯ a
admită	a d m i t ə
agonia	a ɡ o n i a
agregat	a ɡ r e ɡ a t
albanez	a l b a n e z
alergător	a l e r ɡ ə t o r
alien	a l i e n
alor	a l o r
amon	a m o n
amza	a m z a
amână	a m ɨ n ə
andrada	a n d r a d a
andrás	a n d r a s
aplicabilitate	a p l i k a b i l i t a t e
arcada	a r k a d a
arestul	a r e s t u
argumentelor	a r ɡ u m e n t e l o r
arhim	a r h i m
articulația	a r t i k u l a t͡s i a
asigurau	a s i ɡ u r a w
astepte	a s t e p t e
atacatori	a t a k a t o rʲ
atreides	a t r e j d e s
atroce	a t r o t͡ʃ e
avocatura	a v o k a t u r a
bala	b a l a
balanței	b a l a n t͡s e j
baloanele	b a l o̯ a n e l e
balonului	b a l o n u l u j
bce	b t͡ʃ e
benfica	b e n f i k a
berg	b e r ɡ
beyond	b e j o n d
binder	b i n d e r
binecunoscută	b i n e k u n o s k u t ə
biochimice	b i o k i m i t͡ʃ e
birch	b i r k
birocrația	b i r o k r a t͡s i a
birocrației	b i r o k r a t͡s i e j
bistra	b i s t r a
blank	b l e n k
brandenburg	b r a n d e n b u r ɡ
breakfast	b r e a k f a s t
brice	b r i t͡ʃ e
bruneta	b r u n e t a
brutărie	b r u t ə r i e
bucovineni	b u k o v i n e nʲ
busola	b u s o l a
bustului	b u s t u l u j
bute	b u t e
bv	b i v i
bătrâneți	b ə t r ɨ n e t͡sʲ
caile	k a j l e
calmat	k a l m a t
caritabilă	k a r i t a b i l ə
cataramă	k a t a r a m ə
catarg	k a t a r ɡ
catargiu	k a t a r d͡ʒ i w
catena	k a t e n a
caterina	k a t e r i n a
cela	t͡ʃ e l a
cercetătorului	t͡ʃ e r t͡ʃ e t ə t o r u l u j
chiliile	k i l i i l e
cineast	t͡ʃ i n e̯ a s t
cineaști	t͡ʃ i n e̯ a ʃ tʲ
cite	t͡ʃ i t e
clientilor	k l i e n t i l o r
climatic	k l i m a t i k
clio	k l i o
colab	k o l a b
colectată	k o l e k t a t ə
colonial	k o l o n i a l
commander	k o m m a n d e r
compensarea	k o m p e n s a r e̯ a
completând	k o m p l e t ɨ n d
concernul	k o n t͡ʃ e r n u
concurenta	k o n k u r e n t a
constatare	k o n s t a t a r e
constatarea	k o n s t a t a r e̯ a
constructoare	k o n s t r u k t o̯ a r e
contemporanilor	k o n t e m p o r a n i l o r
contradictoriu	k o n t r a d i k t o r j u
conștiințe	k o n ʃ t i i n t͡s e
coperți	k o p e r t͡sʲ
copiere	k o p j e r e
corporative	k o r p o r a t i v e
corporațiile	k o r p o r a t͡s i i l e
creditelor	k r e d i t e l o r
creștetul	k r e ʃ t e t u
criptate	k r i p t a t e
croaziera	k r o a z i e r a
croft	k r o f t
cros	k r o s
cruntă	k r u n t ə
cubaneze	k u b a n e z e
culturali	k u l t u r a lʲ
cupon	k u p o n
cărămida	k ə r ə m i d a
căsniciei	k ə s n i t͡ʃ i e j
decență	d e t͡ʃ e n t͡s ə
decorurile	d e k o r u r i l e
deficitului	d e f i t͡ʃ i t u l u j
demarcație	d e m a r k a t͡s i e
descifrarea	d e s t͡ʃ i f r a r e̯ a
deteriorată	d e t e r i o r a t ə
determinării	d e t e r m i n ə r i j
dezertori	d e z e r t o rʲ
dickinson	d i k i n s o n
distinse	d i s t i n s e
distribuitori	d i s t r i b u i t o rʲ
dobândind	d o b ɨ n d i n d
dolan	d o l a n
dorinel	d o r i n e l
dramei	d r a m e j
drink	d r i n k
drojdie	d r o ʒ d i e
duhovnicești	d u h o v n i t͡ʃ e ʃ tʲ
durerilor	d u r e r i l o r
duval	d u v a l
dărmănești	d ə r m ə n e ʃ tʲ
echilibrarea	e k i l i b r a r e̯ a
economiilor	e k o n o m i i l o r
educa	e d u k a
egala	e ɡ a l a
elanul	e l a n u
elasticitatea	e l a s t i t͡ʃ i t a t e̯ a
emblematice	e m b l e m a t i t͡ʃ e
emigrare	e m i ɡ r a r e
entuziasmați	e n t u z i a s m a t͡sʲ
eroziunii	e r o z i u n i j
esplanada	e s p l a n a d a
estelle	e s t e l l e
eventuala	e v e n t u a l a
evidențe	e v i d e n t͡s e
evolutia	e v o l u t i a
extract	e k s t r a k t
falimentului	f a l i m e n t u l u j
faraonul	f a r a o n u
fațadelor	f a t͡s a d e l o r
ferim	f e r i m
fertilă	f e r t i l ə
fiarbă	f j a r b ə
firii	f i r i j
fiziologia	f i z i o l o d͡ʒ i a
flote	f l o t e
foișorul	f o j ʃ o r u
francizei	f r a n t͡ʃ i z e j
fringe	f r i n d͡ʒ e
frodo	f r o d o
frânghii	f r ɨ n ɡ i j
furculiță	f u r k u l i t͡s ə
germanice	d͡ʒ e r m a n i t͡ʃ e
ghips	ɡ i p s
globurile	ɡ l o b u r i l e
glucoza	ɡ l u k o z a
gojdu	ɡ o ʒ d u
gracie	ɡ r a t͡ʃ i e
grafia	ɡ r a f i a
grandioase	ɡ r a n d i o̯ a s e
graphic	ɡ r a f i k
grevei	ɡ r e v e j
grăbită	ɡ r ə b i t ə
grămezi	ɡ r ə m e zʲ
habib	h a b i b
hadrian	h a d r i a n
hambar	h a m b a r
hamid	h a m i d
handbalul	h a n d b a l u
hanovra	h a n o v r a
hari	h a rʲ
heat	h e̯ a t
hurmuzachi	h u r m u z a kʲ
imigrant	i m i ɡ r a n t
impecabilă	i m p e k a b i l ə
imprimante	i m p r i m a n t e
imunități	i m u n i t ə t͡sʲ
inalte	i n a l t e
inconvenient	i n k o n v e n i e n t
indignare	i n d i ɡ n a r e
infantile	i n f a n t i l e
infernal	i n f e r n a l
infractorul	i n f r a k t o r u
inocentă	i n o t͡ʃ e n t ə
inserate	i n s e r a t e
instabile	i n s t a b i l e
intarziere	i n t a r z i e r e
interpreților	i n t e r p r e t͡s i l o r
intestinele	i n t e s t i n e l e
intoarcere	i n t o̯ a r t͡ʃ e r e
intoleranță	i n t o l e r a n t͡s ə
invazii	i n v a z i j
investigațiilor	i n v e s t i ɡ a t͡s i i l o r
invocarea	i n v o k a r e̯ a
ireversibile	i r e v e r s i b i l e
iugoslaviei	j u ɡ o s l a v i e j
janis	ʒ a n i s
jetoane	ʒ e t o̯ a n e
jucatori	ʒ u k a t o rʲ
jurații	ʒ u r a t͡s i j
koln	k o l n
konrad	k o n r a d
lancea	l a n t͡ʃ e̯ a
lansările	l a n s ə r i l e
legend	l e d͡ʒ e n d
liberul	l i b e r u
linz	l i n z
listată	l i s t a t ə
lock	l o k
lopata	l o p a t a
luaseră	l u a s e r ə
lubrifiant	l u b r i f i a n t
luxoase	l u k s o̯ a s e
lyndon	l i n d o n
macarale	m a k a r a l e
malefică	m a l e f i k ə
mamar	m a m a r
mamma	m a m m a
manance	m a n a n t͡ʃ e
manfred	m a n f r e d
manichiură	m a n i k j u r ə
manifestându	m a n i f e s t ɨ n d u
mapn	m a p n
marcant	m a r k a n t
marcellus	m a r t͡ʃ e l l u s
marinarilor	m a r i n a r i l o r
maru	m a r u
mediatizat	m e d i a t i z a t
membranele	m e m b r a n e l e
mercenarii	m e r t͡ʃ e n a r i j
micuțului	m i k u t͡s u l u j
miezului	m j e z u l u j
minbari	m i n b a rʲ
mironescu	m i r o n e s k u
misterului	m i s t e r u l u j
mistica	m i s t i k a
mitologice	m i t o l o d͡ʒ i t͡ʃ e
moarta	m o̯ a r t a
modifici	m o d i f i t͡ʃʲ
moleculă	m o l e k u l ə
monezi	m o n e zʲ
monștrilor	m o n ʃ t r i l o r
multinațional	m u l t i n a t͡s i o n a l
multumiri	m u l t u m i rʲ
muntenegrului	m u n t e n e ɡ r u l u j
mălini	m ə l i nʲ
mănușile	m ə n u ʃ i l e
măturat	m ə t u r a t
narnia	n a r n i a
neamurile	n e a m u r i l e
nebunesc	n e b u n e s k
necredincios	n e k r e d i n t͡ʃʲ o s
neființă	n e f i i n t͡s ə
neprevăzute	n e p r e v ə z u t e
nereguli	n e r e ɡ u lʲ
nevoiași	n e v o j a ʃʲ
nevoiti	n e v o i tʲ
norbert	n o r b e r t
norvegieni	n o r v e d͡ʒ i e nʲ
oaspetii	o̯ a s p e t i j
obișnuim	o b i ʃ n u i m
obtina	o b t i n a
opțională	o p t͡s i o n a l ə
osborn	o s b o r n
pantea	p a n t e̯ a
parcurg	p a r k u r ɡ
parentale	p a r e n t a l e
partial	p a r t i a l
particulă	p a r t i k u l ə
pasadena	p a s a d e n a
pascale	p a s k a l e
pastorului	p a s t o r u l u j
patsy	p a t s i
pentagonul	p e n t a ɡ o n u
perii	p e r i j
perpetuă	p e r p e t u ə
personalizat	p e r s o n a l i z a t
petrila	p e t r i l a
piedone	p j e d o n e
piscicol	p i s t͡ʃ i k o l
plasare	p l a s a r e
platform	p l a t f o r m
pledoaria	p l e d o̯ a r i a
pleoapele	p l e̯ o̯ a p e l e
plinul	p l i n u
plutonier	p l u t o n i e r
plângerile	p l ɨ n d͡ʒ e r i l e
plămădeală	p l ə m ə d e̯ a l ə
poantă	p o̯ a n t ə
polară	p o l a r ə
popcorn	p o p k o r n
populatiei	p o p u l a t i e j
porta	p o r t a
porțiunile	p o r t͡s i u n i l e
postal	p o s t a l
pozitivi	p o z i t i v i
praguri	p r a ɡ u rʲ
precizate	p r e t͡ʃ i z a t e
prezervative	p r e z e r v a t i v e
prețuiește	p r e t͡s u j e ʃ t e
prizonieră	p r i z o n i e r ə
procurarea	p r o k u r a r e̯ a
prod	p r o d
proliferarea	p r o l i f e r a r e̯ a
protv	p r o t v
proze	p r o z e
psalm	p s a l m
psihoterapia	p s i h o t e r a p i a
purtându	p u r t ɨ n d u
pururea	p u r u r e̯ a
părăsești	p ə r ə s e ʃ tʲ
păstorit	p ə s t o r i t
pătate	p ə t a t e
păturile	p ə t u r i l e
rafturile	r a f t u r i l e
rahatul	r a h a t u
readucerea	r e a d u t͡ʃ e r e̯ a
realizatorii	r e a l i z a t o r i j
reamintească	r e a m i n t e̯ a s k ə
rec	r e k
recurentă	r e k u r e n t ə
refere	r e f e r e
regizate	r e d͡ʒ i z a t e
regres	r e ɡ r e s
remorca	r e m o r k a
repartiție	r e p a r t i t͡s i e
reproduceri	r e p r o d u t͡ʃ e rʲ
responsabila	r e s p o n s a b i l a
reuniți	r e u n i t͡sʲ
reușeau	r e u ʃ e̯ a w
revolutia	r e v o l u t i a
ridicata	r i d i k a t a
rituale	r i t u a l e
rohia	r o h i a
rssm	r e s e s e m
rudi	r u d i
ruinată	r u i n a t ə
ruleaza	r u l e̯ a z a
rusty	r u s t i
răbdătoare	r ə b d ə t o̯ a r e
rădăcinii	r ə d ə t͡ʃ i n i j
răscoalei	r ə s k o̯ a l e j
răsunătoare	r ə s u n ə t o̯ a r e
răzbunătorii	r ə z b u n ə t o r i j
sachs	s a k s
salaam	s a l a a m
saladin	s a l a d i n
saliva	s a l i v a
savuros	s a v u r o s
scout	s k a w t
scrisorilor	s k r i s o r i l o r
sculpturii	s k u l p t u r i j
scăderi	s k ə d e rʲ
secreției	s e k r e t͡s i e j
semnăturile	s e m n ə t u r i l e
seriozitate	s e r i o z i t a t e
sifon	s i f o n
simbolizând	s i m b o l i z ɨ n d
sincera	s i n t͡ʃ e r a
sita	s i t a
slujea	s l u ʒ e̯ a
slăbești	s l ə b e ʃ tʲ
smirnov	s m i r n o v
sonata	s o n a t a
speculează	s p e k u l e̯ a z ə
spinare	s p i n a r e
starr	s t a r
stephan	s t e f a n
stiintifice	s t i i n t i f i t͡ʃ e
stopa	s t o p a
străbătând	s t r ə b ə t ɨ n d
stăpânești	s t ə p ɨ n e ʃ tʲ
submina	s u b m i n a
subvențiile	s u b v e n t͡s i i l e
sudoarea	s u d o̯ a r e̯ a
suflul	s u f l u
sum	s u m
suprapunerea	s u p r a p u n e r e̯ a
surface	s u r f a t͡ʃ e
surplusul	s u r p l u s u
surprinzator	s u r p r i n z a t o r
syracuse	s i r a k u s e
săptămînă	s ə p t ə m ɨ n ə
tars	t a r s
taverna	t a v e r n a
telefonat	t e l e f o n a t
telegrama	t e l e ɡ r a m a
teleradio	t e l e r a d i o
torța	t o r t͡s a
toxina	t o k s i n a
tracus	t r a k u s
tratamentelor	t r a t a m e n t e l o r
trucurile	t r u k u r i l e
tumorile	t u m o r i l e
unificat	u n i f i k a t
urbei	u r b e j
urii	u r i j
urm	u r m
usurinta	u s u r i n t a
utilajele	u t i l a ʒ e l e
valabilitate	v a l a b i l i t a t e
valize	v a l i z e
vampirii	v a m p i r i j
variabila	v a r i a b i l a
vecii	v e t͡ʃ i j
velma	v e l m a
venetia	v e n e t i a
verile	v e r i l e
vesnic	v e s n i k
vestimentația	v e s t i m e n t a t͡s i a
vestitul	v e s t i t u
vestită	v e s t i t ə
viceprimarul	v i t͡ʃ e p r i m a r u
vichy	v i k i
vitelor	v i t e l o r
viticol	v i t i k o l
vocali	v o k a lʲ
voivodina	v o j v o d i n a
vosganian	v o s ɡ a n i a n
votate	v o t a t e
vr	v r
vulcani	v u l k a nʲ
vâlcele	v ɨ l t͡ʃ e l e
vânatul	v ɨ n a t u
vârstnice	v ɨ r s t n i t͡ʃ e
willow	w i l o w
wo	w o
xerox	k s e r o k s
ye	j e
împiedicată	ɨ m p j e d i k a t ə
împinsă	ɨ m p i n s ə
împinși	ɨ m p i n ʃʲ
înapoia	ɨ n a p o j a
încununată	ɨ n k u n u n a t ə
încălzită	ɨ n k ə l z i t ə
îndrumări	ɨ n d r u m ə rʲ
înfloresc	ɨ n f l o r e s k
înjura	ɨ n ʒ u r a
înjurat	ɨ n ʒ u r a t
înnoire	ɨ n n o i r e
însoțea	ɨ n s o t͡s e̯ a
însăți	ɨ n s ə t͡sʲ
înălța	ɨ n ə l t͡s a
șerpilor	ʃ e r p i l o r
șos	ʃ o s
țintit	t͡s i n t i t
țăranu	t͡s ə r a n u
abordăm	a b o r d ə m
aces	a t͡ʃ e s
achite	a k i t e
aciditate	a t͡ʃ i d i t a t e
activism	a k t i v i s m
