de	d e
ado	a d o
afişler	a f i ʃ l e ɾ
afrodit	a f ɾ o d i t
aikido	a i c i d o
airways	a i ɾ w a j s
albayı	a ɫ b a j ɯ
aletimi	a l e t i m i
aleyhindeki	a l e j h i n d e c i
almazsanız	a ɫ m a z s a n ɯ z
almışsınız	a ɫ m ɯ ʃ s ɯ n ɯ z
altlarına	a ɫ t ɫ a ɾ ɯ n a
alışılmamış	a ɫ ɯ ʃ ɯ ɫ m a m ɯ ʃ
amerikaya	a m e ɾ i k a j a
analizinin	a n a l i z i n i n
anladin	a n ɫ a d i n
anlardı	a n ɫ a ɾ d ɯ
anlarsa	a n ɫ a ɾ s a
anlatamaz	a n ɫ a t a m a z
anlatırız	a n ɫ a t ɯ ɾ ɯ z
anlayışıdır	a n ɫ a j ɯ ʃ ɯ d ɯ ɾ
anılacaktır	a n ɯ ɫ a d͡ʒ a k t ɯ ɾ
arabanızın	a ɾ a b a n ɯ z ɯ n
aramalı	a ɾ a m a ɫ ɯ
aramanıza	a ɾ a m a n ɯ z a
arenasında	a ɾ e n a s ɯ n d a
artır	a ɾ t ɯ ɾ
artırdığı	a ɾ t ɯ ɾ d ɯ ɯ
arşivinden	a ɾ ʃ i v i n d e n
astro	a s t ɾ o
asılıyor	a s ɯ ɫ ɯ j o ɾ
atmıyorsun	a t m ɯ j o ɾ s u n
attığımda	a t t ɯ ɯ m d a
attığımı	a t t ɯ ɯ m ɯ
atıcılık	a t ɯ d͡ʒ ɯ ɫ ɯ k
award	a w a ɾ d
ayaklarıma	a j a k ɫ a ɾ ɯ m a
aydaki	a j d a c i
ayrılmadı	a j ɾ ɯ ɫ m a d ɯ
ayrıntıda	a j ɾ ɯ n t ɯ d a
ayıklama	a j ɯ k ɫ a m a
açsam	a t͡ʃ s a m
açtıktan	a t͡ʃ t ɯ k t a n
açıklanamaz	a t͡ʃ ɯ k ɫ a n a m a z
açıklıyoruz	a t͡ʃ ɯ k ɫ ɯ j o ɾ u z
ağacında	a a d͡ʒ ɯ n d a
ağrılarım	aː ɾ ɯ ɫ a ɾ ɯ m
aşamanın	a ʃ a m a n ɯ n
aşkların	a ʃ k ɫ a ɾ ɯ n
aşıktı	a ʃ ɯ k t ɯ
bahsetmiştir	b a h s e t m i ʃ t i ɾ
bakı	b a k ɯ
bakışlarıyla	b a k ɯ ʃ ɫ a ɾ ɯ j ɫ a
banane	b a n aː n e
basliyor	b a s l i j o ɾ
bazilari	b a z i l a ɾ i
bağışları	b a ɯ ʃ ɫ a ɾ ɯ
başbakandan	b a ʃ b a k a n d a n
bedavadan	b e d aː v a d a n
benimkine	b e n i m c i n e
beyinin	b e j i n i n
bilbo	b i l b o
biletlerin	b i l e t l e ɾ i n
bilginler	b i l ɟ i n l e ɾ
bilimdir	b i l i m d i ɾ
bilinirler	b i l i n i ɾ l e ɾ
bilinmesine	b i l i n m e s i n e
bilsek	b i l s e c
birikimli	b i ɾ i c i m l i
birikiyor	b i ɾ i c i j o ɾ
birimizi	b i ɾ i m i z i
bogdan	b o ɡ d a n
bombacısı	b o m b a d͡ʒ ɯ s ɯ
borudan	b o ɾ u d a n
botoks	b o t o k s
boyuttan	b o j u t t a n
boğalar	b o a l a ɾ
boğayı	b o a j ɯ
boğulacak	b o u ɫ a d͡ʒ a k
boşluğundan	b o ʃ ɫ u u n d a n
boşluğunun	b o ʃ ɫ u u n u n
breakfast	b ɾ e a k f a s t
bulsan	b u ɫ s a n
bulsunlar	b u ɫ s u n l a ɾ
bulunamayan	b u ɫ u n a m a j a n
burkan	b u ɾ k a n
burnett	b u ɾ n e t t
buzdolabından	b u z d o ɫ a b ɯ n d a n
böceklerden	b ø d͡ʒ e c l e ɾ d e n
böceklerle	b ø d͡ʒ e c l e ɾ l e
bölücülük	b ø l y d͡ʒ y l y c
bölüyor	b ø l y j o ɾ
bütçeden	b y t t͡ʃ e d e n
bütünleşmiş	b y t y n l e ʃ m i ʃ
büyüklerinin	b y j y c l e ɾ i n i n
büyüklü	b y j y c l y
büyülüyor	b y j y l y j o ɾ
büyürler	b y j y ɾ l e ɾ
bırakmaları	b ɯ ɾ a k m a l a ɾ ɯ
bıraktıysa	b ɯ ɾ a k t ɯ j s a
bırakıldığını	b ɯ ɾ a k ɯ ɫ d ɯ ɯ n ɯ
bırakıyordu	b ɯ ɾ a k ɯ j o ɾ d u
caizdir	d͡ʒ aː i z d i ɾ
canlandıracak	d͡ʒ a n ɫ a n d ɯ ɾ a d͡ʒ a k
cengizhan	d͡ʒ e n ɟ i z h a n
cezasıyla	d͡ʒ e z aː s ɯ j ɫ a
cezbeden	d͡ʒ e z b e d e n
cora	d͡ʒ o ɾ a
coğrafik	d͡ʒ oː ɾ a f i c
coğrafyasını	d͡ʒ oː ɾ a f j a s ɯ n ɯ
criminal	d͡ʒ ɾ i m i n a l
crossover	d͡ʒ ɾ o s s o v ɛ ɾ
dallara	d a ɫ ɫ a ɾ a
dank	d a n k
dare	d aː ɾ e
davalardan	d a v a ɫ a ɾ d a n
davranışlardan	d a v ɾ a n ɯ ʃ ɫ a ɾ d a n
dayımın	d a j ɯ m ɯ n
deacon	d e a d͡ʒ o n
dedektörleri	d e d e c t ø ɾ l e ɾ i
dediklerinin	d e d i c l e ɾ i n i n
dedirtti	d e d i ɾ t t i
delegasyonu	d e l e ɡ a s j o n u
delillerle	d e l i l l e ɾ l e
demekte	d e m e c t e
demokrasiyle	d e m ɔ k ɾ a s i j l e
denebilecek	d e n e b i l e d͡ʒ e c
denemenin	d e n e m e n i n
deneriz	d e n e ɾ i z
deneyebilir	d e n e j e b i l i ɾ
deneyecek	d e n e j e d͡ʒ e c
denizcileri	d e n i z d͡ʒ i l e ɾ i
denklemleri	d e n c l e m l e ɾ i
dent	d ɛ n t
deponun	d e p o n u n
dercesine	d e ɾ d͡ʒ e s i n e
derslerinden	d e ɾ s l e ɾ i n d e n
desteklerken	d e s t e c l e ɾ c e n
desteğimizi	d e s t e i m i z i
deterjanı	d e t e ɾ ʒ a n ɯ
deveye	d e v e j e
devle	d e v l e
devletçi	d e v l e t t͡ʃ i
deyişi	d e j i ʃ i
değişikliklerinin	d e i ʃ i c l i c l e ɾ i n i n
değmiş	d e j m i ʃ
dikilip	d i c i l i p
dikkatsizlik	d i c k a t s i z l i c
dipte	d i p t e
direkler	d i ɾ e c l e ɾ
direksiyona	d i ɾ e c s i j o n a
diy	d i j
dmitri	d m i t ɾ i
dokuda	d o k u d a
dolmasına	d o ɫ m a s ɯ n a
dostlarımızla	d o s t ɫ a ɾ ɯ m ɯ z ɫ a
dus	d u s
duvarından	d u v a ɾ ɯ n d a n
duyarsan	d u j a ɾ s a n
duygulandırdı	d u j ɡ u ɫ a n d ɯ ɾ d ɯ
duymazdan	d u j m a z d a n
duymazlar	d u j m a z l a ɾ
dökülmesine	d ø c y l m e s i n e
dönebilen	d ø n e b i l e n
dönemiyle	d ø n e m i j l e
dönüşüp	d ø n y ʃ y p
dükkânında	d y c c aː n ɯ n d a
dünyadır	d y n j a d ɯ ɾ
düşmanına	d y ʃ m a n ɯ n a
düşmesin	d y ʃ m e s i n
düşündüğüne	d y ʃ y n d y j y n e
ebelik	e b e l i c
edib	e d i b
ediliyorum	e d i l i j o ɾ u m
editörlük	e d i t ø ɾ l y c
egemenliğinin	e ɟ e m e n l i j i n i n
ejderhaların	e ʒ d e ɾ h a l a ɾ ɯ n
ekibimize	e c i b i m i z e
eklerim	e c l e ɾ i m
ekolü	e k o l y
eksende	e c s e n d e
eleştirisini	e l e ʃ t i ɾ i s i n i
elindekini	e l i n d e c i n i
emekler	e m e c l e ɾ
emi	e m i
emisyonu	e m i s j o n u
enflasyona	ɛ n f l a s j o n a
erişir	e ɾ i ʃ i ɾ
ermez	e ɾ m e z
eto	e t o
ettirmesi	e t t i ɾ m e s i
evlatlarına	e v ɫ a t ɫ a ɾ ɯ n a
eyaletlerde	e j aː l e t l e ɾ d e
eğit	e i t
eğitmeye	e i t m e j e
eşdeğeri	e ʃ d e e ɾ i
faust	f a u s t
felce	f e l d͡ʒ e
felsefî	f ɛ l s e f iː
fromm	f ɾ o m m
futbolcularından	f u t b o ɫ d͡ʒ u ɫ a ɾ ɯ n d a n
fırlatan	f ɯ ɾ ɫ a t a n
fırlayıp	f ɯ ɾ ɫ a j ɯ p
galibiyetiyle	ɡ a l i b i j e t i j l e
gao	ɡ a o
garibi	ɡ a ɾ i b i
garp	ɡ a ɾ p
gazeteciliğe	ɡ a z e t e d͡ʒ i l i j e
gazetelerinin	ɡ a z e t e l e ɾ i n i n
gazetemizin	ɡ a z e t e m i z i n
gebeliğin	ɟ e b e l i j i n
gelebilirdi	ɟ e l e b i l i ɾ d i
gelebilirsin	ɟ e l e b i l i ɾ s i n
geliyordur	ɟ e l i j o ɾ d u ɾ
gelişinden	ɟ e l i ʃ i n d e n
genelgesi	ɟ e n e l ɟ e s i
gençoğlu	ɟ e n t͡ʃ oː ɫ u
gerekenlerin	ɟ e ɾ e c e n l e ɾ i n
gerilemiştir	ɟ e ɾ i l e m i ʃ t i ɾ
gerilime	ɟ e ɾ i l i m e
gerçekleşmemiş	ɟ e ɾ t͡ʃ e c l e ʃ m e m i ʃ
gerçeğidir	ɟ e ɾ t͡ʃ e i d i ɾ
getirilmektedir	ɟ e t i ɾ i l m e c t e d i ɾ
geyikler	ɟ e j i c l e ɾ
gezilecek	ɟ e z i l e d͡ʒ e c
gezisini	ɟ e z i s i n i
gezmesi	ɟ e z m e s i
geçirilecek	ɟ e t͡ʃ i ɾ i l e d͡ʒ e c
geçmelerini	ɟ e t͡ʃ m e l e ɾ i n i
giderme	ɟ i d e ɾ m e
gidişata	ɟ i d i ʃ a t a
giremeyecek	ɟ i ɾ e m e j e d͡ʒ e c
gişede	ɟ i ʃ e d e
grubumuzun	ɡ ɾ u b u m u z u n
guantanamo	ɡ u a n t a n a m o
gump	ɡ u m p
göndermeleri	ɟ ø n d e ɾ m e l e ɾ i
görmüşlerdir	ɟ ø ɾ m y ʃ l e ɾ d i ɾ
görsek	ɟ ø ɾ s e c
görüldüğünde	ɟ ø ɾ y l d y j y n d e
gösteremez	ɟ ø s t e ɾ e m e z
gösterilmesini	ɟ ø s t e ɾ i l m e s i n i
göstermişlerdir	ɟ ø s t e ɾ m i ʃ l e ɾ d i ɾ
götürdün	ɟ ø t y ɾ d y n
götürülmesi	ɟ ø t y ɾ y l m e s i
gözümüzde	ɟ ø z y m y z d e
gülerim	ɟ y l e ɾ i m
güncellemesini	ɟ y n d͡ʒ e l l e m e s i n i
günlerimizi	ɟ y n l e ɾ i m i z i
gürültüsünden	ɟ y ɾ y l t y s y n d e n
güveneyim	ɟ y v e n e j i m
güçlenecek	ɟ y t͡ʃ l e n e d͡ʒ e c
gırtlağına	ɡ ɯ ɾ t ɫ a ɯ n a
hadisenin	h a d i s e n i n
hafızasına	h a f ɯ z a s ɯ n a
hahn	h a h n
hakikatten	h a c i k a t t e n
haksızlığı	h a k s ɯ z ɫ ɯ ɯ
harabeleri	h a ɾ a b e l e ɾ i
harmanlanmış	h a ɾ m a n ɫ a n m ɯ ʃ
hastalıklarını	h a s t a ɫ ɯ k ɫ a ɾ ɯ n ɯ
hastanelerin	h a s t a n e l e ɾ i n
hatlı	h a t ɫ ɯ
hatırlamıyor	h a t ɯ ɾ ɫ a m ɯ j o ɾ
havayolunun	h a v a j o ɫ u n u n
hayalden	h a j a l d e n
hayatlarından	h a j a t ɫ a ɾ ɯ n d a n
hayranlığını	h a j ɾ a n ɫ ɯ ɯ n ɯ
hediyenin	h e d i j e n i n
herald	h e ɾ a l d
herşeyim	h e ɾ ʃ e j i m
heyetle	h e j e t l e
heykellerin	h e j c e l l e ɾ i n
hikaru	h i k a ɾ u
hiperaktif	h i p e ɾ a k t i f
hissedemiyorum	h i s s e d e m i j o ɾ u m
hogan	h o ɡ a n
hoşgörünün	h o ʃ ɟ ø ɾ y n y n
hoşlanmadığı	h o ʃ ɫ a n m a d ɯ ɯ
humeyni	h u m e j n i
hükme	h y c m e
hükümetinde	h y c y m e t i n d e
hürkuş	h y ɾ k u ʃ
ibiş	i b i ʃ
ibnenin	i b n e n i n
iddialarıyla	i d d i a l a ɾ ɯ j ɫ a
idea	i d e aː
ihtiyaçtır	i h t i j a t͡ʃ t ɯ ɾ
ikilisini	i c i l i s i n i
ilerlemekte	i l e ɾ l e m e c t e
ilgilenmez	i l ɟ i l e n m e z
ilimle	i l i m l e
ilini	i l i n i
ilişkilerle	i l i ʃ c i l e ɾ l e
ilkelerinden	i l c e l e ɾ i n d e n
ilkokulunda	i l k o k u ɫ u n d a
imhası	i m h aː s ɯ
imparatorluğuna	i m p a ɾ a t o ɾ ɫ u u n a
imzamı	i m z aː m ɯ
inanmıyorsan	i n a n m ɯ j o ɾ s a n
inanılması	i n aː n ɯ ɫ m a s ɯ
inkılâp	i n k ɯ l a p
istihbaratın	i s t i h b a ɾ a t ɯ n
ito	i t o
izinler	i z i n l e ɾ
izlediler	i z l e d i l e ɾ
izlemiştir	i z l e m i ʃ t i ɾ
içindeyse	i t͡ʃ i n d e j s e
içmeyen	i t͡ʃ m e j e n
içtiğimi	i t͡ʃ t i i m i
işlemcileri	i ʃ l e m d͡ʒ i l e ɾ i
işlemektedir	i ʃ l e m e c t e d i ɾ
işlemiştir	i ʃ l e m i ʃ t i ɾ
jambon	ʒ a m b o n
jetler	ʒ e t l e ɾ
july	ʒ u l j
kadrolarını	k a d ɾ o ɫ a ɾ ɯ n ɯ
kahn	k a h n
kaldırdın	k a ɫ d ɯ ɾ d ɯ n
kaliteye	k a l i t e j e
kalmasıdır	k a ɫ m a s ɯ d ɯ ɾ
kalmasıyla	k a ɫ m a s ɯ j ɫ a
kalmazsınız	k a ɫ m a z s ɯ n ɯ z
kalmışlardı	k a ɫ m ɯ ʃ ɫ a ɾ d ɯ
kalış	k a ɫ ɯ ʃ
kampanyamız	k a m p a n j a m ɯ z
kamışlı	k a m ɯ ʃ ɫ ɯ
kapatırız	k a p a t ɯ ɾ ɯ z
kaptım	k a p t ɯ m
kapılarından	k a p ɯ ɫ a ɾ ɯ n d a n
karagül	k a ɾ a ɟ y l
kararsızım	k a ɾ a ɾ s ɯ z ɯ m
kartalın	k a ɾ t a ɫ ɯ n
karışarak	k a ɾ ɯ ʃ a ɾ a k
karıştırdın	k a ɾ ɯ ʃ t ɯ ɾ d ɯ n
karıştırıyorsun	k a ɾ ɯ ʃ t ɯ ɾ ɯ j o ɾ s u n
karışıktır	k a ɾ ɯ ʃ ɯ k t ɯ ɾ
karşılanıyor	k a ɾ ʃ ɯ ɫ a n ɯ j o ɾ
karşılaşırsak	k a ɾ ʃ ɯ ɫ a ʃ ɯ ɾ s a k
karşılıyoruz	k a ɾ ʃ ɯ ɫ ɯ j o ɾ u z
kataloğunda	k a t a ɫ o u n d a
katlanıyor	k a t ɫ a n ɯ j o ɾ
katlettiler	k a t l e t t i l e ɾ
katılmıyor	k a t ɯ ɫ m ɯ j o ɾ
kavgam	k a v ɡ a m
kazanıyordu	k a z a n ɯ j o ɾ d u
kazanıyorsunuz	k a z a n ɯ j o ɾ s u n u z
kazarak	k a z a ɾ a k
kaçamazsın	k a t͡ʃ a m a z s ɯ n
kaçtık	k a t͡ʃ t ɯ k
kaçıracak	k a t͡ʃ ɯ ɾ a d͡ʒ a k
kaçırıldığını	k a t͡ʃ ɯ ɾ ɯ ɫ d ɯ ɯ n ɯ
kemerle	c e m e ɾ l e
kestirdim	c e s t i ɾ d i m
kilometreyi	c i l o m e t ɾ e j i
kimliksiz	c i m l i c s i z
kirletici	c i ɾ l e t i d͡ʒ i
kişiydik	c i ʃ i j d i c
kobayashi	k o b a j a s h i
kocamdan	k o d͡ʒ a m d a n
kok	k o k
kokoreç	k o k o ɾ e t͡ʃ
kokusuz	k o k u s u z
kollara	k o ɫ ɫ a ɾ a
koltuklu	k o ɫ t u k ɫ u
komutana	k o m u t a n a
komutanımız	k o m u t a n ɯ m ɯ z
komşularına	k o m ʃ u ɫ a ɾ ɯ n a
konumdan	k o n u m d a n
konuşanı	k o n u ʃ a n ɯ
konuşmama	k o n u ʃ m a m a
konuşman	k o n u ʃ m a n
konuştukça	k o n u ʃ t u k t͡ʃ a
korkusuna	k o ɾ k u s u n a
korurum	k o ɾ u ɾ u m
koyim	k o j i m
koştuğunu	k o ʃ t u u n u
kulakta	k u ɫ a k t a
kullandığından	k u ɫ ɫ a n d ɯ ɯ n d a n
kullanmamış	k u ɫ ɫ a n m a m ɯ ʃ
kullanılabilmesi	k u ɫ ɫ a n ɯ ɫ a b i l m e s i
kullarının	k u ɫ ɫ a ɾ ɯ n ɯ n
kulübesine	k u l y b e s i n e
kumara	k u m a ɾ a
kurtardın	k u ɾ t a ɾ d ɯ n
kustu	k u s t u
kusursuzca	k u s u ɾ s u z d͡ʒ a
kuzenimi	k u z e n i m i
kuzenler	k u z e n l e ɾ
kuşlarla	k u ʃ ɫ a ɾ ɫ a
kömürün	c ø m y ɾ y n
köpeklerde	c ø p e c l e ɾ d e
köpeksin	c ø p e c s i n
kötülükle	c ø t y l y c l e
kü	c y
külkedisi	c y l c e d i s i
kültürlere	c y l t y ɾ l e ɾ e
kürdistanı	c y ɾ d i s t a n ɯ
küstahlık	c y s t a h ɫ ɯ k
kıydı	k ɯ j d ɯ
kızılelma	k ɯ z ɯ l e l m a
laboratuvarına	ɫ a b o ɾ a t u v a ɾ ɯ n a
lafta	l a f t a
lanetliyorum	l a n e t l i j o ɾ u m
lastiğin	l a s t i i n
liva	l i v aː
lk	l c
lufthansa	l u f t h a n s a
lutz	l u t z
macdonald	m a d͡ʒ d o n a ɫ d
madden	m a d d e n
makyaja	m a k j a ʒ a
maldivler	m a l d i v l e ɾ
mambo	m a m b o
markasına	m a ɾ k a s ɯ n a
marshal	m a ɾ s h a ɫ
masumlar	m a s u m l a ɾ
matriks	m a t ɾ i c s
mayis	m aː j i s
mayını	m a j ɯ n ɯ
mağazasının	m a a z a s ɯ n ɯ n
maşası	m a ʃ a s ɯ
mecburiyetinde	m e d͡ʒ b u ɾ i j e t i n d e
menşei	m e n ʃ e i
merinos	m e ɾ i n o s
mertcan	m e ɾ t d͡ʒ a n
meryl	m e ɾ j l
mesajıyla	m e s a ʒ ɯ j ɫ a
meselelerde	m e s e l e l e ɾ d e
meskun	m e s k u n
metodunu	m e t o d u n u
mevlit	m e v l i t
mezhepleri	m e z h e p l e ɾ i
mideme	m i d e m e
mig	m i ɟ
mihenk	m i h e n c
mikropları	m i c ɾ o p l a ɾ ɯ
mildred	m i l d ɾ e d
millettir	m i l l e t t i ɾ
milwaukee	m i l w a u c e e
minaj	m i n a ʒ
miyop	m i j o p
modernizm	m o d e ɾ n i z m
monet	m o n e t
moose	m oː s e
muir	m u i ɾ
munro	m u n ɾ o
mürşit	m y ɾ ʃ i t
müsadenizle	m y s aː d e n i z l e
müteahhitler	m y t e a h h i t l e ɾ
müttefiklerinin	m y t t e f i c l e ɾ i n i n
müvekkil	m y v e c c i l
namusu	n a m u s u
native	n a t i v e
nedensellik	n e d e n s e l l i c
nezaret	n e z aː ɾ e t
neşir	n e ʃ i ɾ
nimetlerini	n i m e t l e ɾ i n i
none	n o n e
notum	n o t u m
numaran	n u m a ɾ a n
odyssey	o d j s s e j
oksidatif	o k s i d a t i f
okunup	o k u n u p
okusam	o k u s a m
okuyuculara	o k u j u d͡ʒ u ɫ a ɾ a
olanağını	o ɫ a n a ɯ n ɯ
olmazsanız	o ɫ m a z s a n ɯ z
olmuyoruz	o ɫ m u j o ɾ u z
oltaya	o ɫ t a j a
oluşturmaktır	o ɫ u ʃ t u ɾ m a k t ɯ ɾ
oluştuğunda	o ɫ u ʃ t u u n d a
omer	o m ɛ ɾ
ondandır	o n d a n d ɯ ɾ
ongun	o n ɡ u n
onurun	o n u ɾ u n
opal	o p a ɫ
operasyonuyla	o p e ɾ a s j o n u j ɫ a
oprah	o p ɾ a h
oradayken	o ɾ a d a j c e n
ord	o ɾ d
ortaokula	o ɾ t a o k u ɫ a
otoriteleri	o t ɔ ɾ i t e l e ɾ i
otunu	o t u n u
oturdun	o t u ɾ d u n
oynamıyorum	o j n a m ɯ j o ɾ u m
oğlana	oː ɫ a n a
oğulcan	o u ɫ d͡ʒ a n
padişahları	p a d i ʃ a h ɫ a ɾ ɯ
parfümün	p a ɾ f y m y n
parmaklı	p a ɾ m a k ɫ ɯ
parmağınızı	p a ɾ m a ɯ n ɯ z ɯ
parmağıyla	p a ɾ m a ɯ j ɫ a
paylaşmam	p a j ɫ a ʃ m a m
paylaşımlarını	p a j ɫ a ʃ ɯ m l a ɾ ɯ n ɯ
performanslarıyla	p e ɾ f o ɾ m a n s ɫ a ɾ ɯ j ɫ a
personelimiz	p e ɾ s o n e l i m i z
pilli	p i l l i
planladığım	p ɫ a n ɫ a d ɯ ɯ m
politikasından	p o l i t i k a s ɯ n d a n
professor	p ɾ o f e s s o ɾ
protestoya	p ɾ o t e s t o j a
purple	p u ɾ p l e
rastlayan	ɾ a s t ɫ a j a n
rekoruna	ɾ e k o ɾ u n a
reşid	ɾ e ʃ i d
ringa	ɾ i n ɡ a
rog	ɾ o ɡ
rüyalarıma	ɾ y j aː l a ɾ ɯ m a
sadıktır	s a d ɯ k t ɯ ɾ
sahibisin	s aː h i b i s i n
sahilin	s aː h i l i n
sakata	s a k a t a
sakatlıktan	s a k a t ɫ ɯ k t a n
saldım	s a ɫ d ɯ m
saltık	s a ɫ t ɯ k
sanatkar	s a n a t k a ɾ
sanayinde	s a n a j i n d e
sandıklara	s a n d ɯ k ɫ a ɾ a
saniyedir	s aː n i j e d i ɾ
sararmış	s a ɾ a ɾ m ɯ ʃ
satışının	s a t ɯ ʃ ɯ n ɯ n
sayfalarının	s a j f a ɫ a ɾ ɯ n ɯ n
sağlanmasını	s aː ɫ a n m a s ɯ n ɯ
sehri	s e h ɾ i
selamladı	s e l a m ɫ a d ɯ
selamın	s e l a m ɯ n
senelere	s e n e l e ɾ e
seon	s e o n
sergilediler	s e ɾ ɟ i l e d i l e ɾ
serumu	s e ɾ u m u
sesimiz	s e s i m i z
sevildiğini	s e v i l d i i n i
seyahatinde	s e j a h a t i n d e
seçeneğiyle	s e t͡ʃ e n e i j l e
seçili	s e t͡ʃ i l i
shoes	ʃ o e s
sikiyim	s i c i j i m
sinirlisin	s i n i ɾ l i s i n
sonic	s o n i d͡ʒ
sonlandırıldı	s o n ɫ a n d ɯ ɾ ɯ ɫ d ɯ
sorarsın	s o ɾ a ɾ s ɯ n
sorularının	s o ɾ u ɫ a ɾ ɯ n ɯ n
sorumlusun	s o ɾ u m ɫ u s u n
sorunuzu	s o ɾ u n u z u
soydu	s o j d u
sponsorlar	s p ɔ n s o ɾ l a ɾ
staja	s t a ʒ a
stilim	s t i l i m
stilinde	s t i l i n d e
sucre	s u d͡ʒ ɾ e
suluboya	s u ɫ u b o j a
söylemeleri	s ø j l e m e l e ɾ i
söyleneni	s ø j l e n e n i
söyleyecektir	s ø j l e j e d͡ʒ e c t i ɾ
söyleşileri	s ø j l e ʃ i l e ɾ i
söylüyorlardı	s ø j l y j o ɾ l a ɾ d ɯ
sözcüleri	s ø z d͡ʒ y l e ɾ i
sözleşmesinde	s ø z l e ʃ m e s i n d e
sözlüğünde	s ø z l y j y n d e
sülfürik	s y l f y ɾ i c
sürdürebilmek	s y ɾ d y ɾ e b i l m e c
sürgü	s y ɾ ɟ y
sürünen	s y ɾ y n e n
sürüyoruz	s y ɾ y j o ɾ u z
sıfırlama	s ɯ f ɯ ɾ ɫ a m a
sızmaya	s ɯ z m a j a
sığmayacak	s ɯː m a j a d͡ʒ a k
tablası	t a b ɫ a s ɯ
takipteyim	t a c i p t e j i m
taksiler	t a k s i l e ɾ
takılalım	t a k ɯ ɫ a ɫ ɯ m
takındığı	t a k ɯ n d ɯ ɯ
talaş	t a ɫ a ʃ
tamamladılar	t a m a m ɫ a d ɯ ɫ a ɾ
tamamlanmasıyla	t a m a m ɫ a n m a s ɯ j ɫ a
tanrısının	t a n ɾ ɯ s ɯ n ɯ n
tanımasını	t a n ɯ m a s ɯ n ɯ
tapınağına	t a p ɯ n a ɯ n a
tartışmasına	t a ɾ t ɯ ʃ m a s ɯ n a
tasarının	t a s a ɾ ɯ n ɯ n
tasavvufî	t a s a v v u f iː
tayip	t aː j i p
taşralı	t a ʃ ɾ a ɫ ɯ
taşıran	t a ʃ ɯ ɾ a n
taşıyamaz	t a ʃ ɯ j a m a z
tecrübelerini	t e d͡ʒ ɾ y b e l e ɾ i n i
tekniktir	t e c n i c t i ɾ
tellerini	t e l l e ɾ i n i
terimlerin	t e ɾ i m l e ɾ i n
terkeder	t e ɾ c e d e ɾ
tesadüfler	t e s aː d y f l e ɾ
tetikledi	t e t i c l e d i
tobin	t o b i n
topuyla	t o p u j ɫ a
trekking	t ɾ e c c i ɲ ɟ
trenlerin	t ɾ e n l e ɾ i n
tuhaftır	t u h a f t ɯ ɾ
turnuvalarda	t u ɾ n u v a l a ɾ d a
tutamam	t u t a m a m
tutanakları	t u t a n a k ɫ a ɾ ɯ
tutmadan	t u t m a d a n
tutuklamaya	t u t u k ɫ a m a j a
tutuklanır	t u t u k ɫ a n ɯ ɾ
tuzları	t u z ɫ a ɾ ɯ
tüccarın	t y d͡ʒ d͡ʒ a ɾ ɯ n
türbini	t y ɾ b i n i
türeyen	t y ɾ e j e n
türkiyem	t y ɾ c i j e m
türkücü	t y ɾ c y d͡ʒ y
tımarhane	t ɯ m a ɾ h aː n e
ulaşacaktır	u ɫ a ʃ a d͡ʒ a k t ɯ ɾ
ulaşsın	u ɫ a ʃ s ɯ n
underground	u n d e ɾ ɡ ɾ u n d
unutamayacağım	u n u t a m a j a d͡ʒ a ɯ m
unutmuyorum	u n u t m u j o ɾ u m
unutturacak	u n u t t u ɾ a d͡ʒ a k
urartu	u ɾ a ɾ t u
uygulanmasında	u j ɡ u ɫ a n m a s ɯ n d a
uykumda	u j k u m d a
uymuş	u j m u ʃ
uyuduktan	u j u d u k t a n
uzaklıktan	u z a k ɫ ɯ k t a n
uçuşların	u t͡ʃ u ʃ ɫ a ɾ ɯ n
uğraştığım	uː ɾ a ʃ t ɯ ɯ m
uğraşı	uː ɾ a ʃ ɯ
uğraşıyordu	uː ɾ a ʃ ɯ j o ɾ d u
vadiler	v a d i l e ɾ
valiliğin	v a l i l i j i n
vardığını	v a ɾ d ɯ ɯ n ɯ
vatandaşına	v a t a n d a ʃ ɯ n a
vazgeçtin	v a z ɟ e t͡ʃ t i n
vefasız	v e f aː s ɯ z
verilmemektedir	v e ɾ i l m e m e c t e d i ɾ
verilmemeli	v e ɾ i l m e m e l i
versiyonlarını	v e ɾ s i j o n l a ɾ ɯ n ɯ
vibe	v i b e
vurduktan	v u ɾ d u k t a n
vurgulamaktadır	v u ɾ ɡ u ɫ a m a k t a d ɯ ɾ
wah	w a h
yakalanmadan	j a k a ɫ a n m a d a n
yakalanmamak	j a k a ɫ a n m a m a k
yakarız	j a k a ɾ ɯ z
yakılıp	j a k ɯ ɫ ɯ p
yakınlar	j a k ɯ n l a ɾ
yakışmadı	j a k ɯ ʃ m a d ɯ
yansıtacak	j a n s ɯ t a d͡ʒ a k
yapamıyorsun	j a p a m ɯ j o ɾ s u n
yapmasam	j a p m a s a m
yapmayi	j a p m a j i
yapmazsak	j a p m a z s a k
yapt	j a p t
yaptigim	j a p t i ɟ i m
yaptırımları	j a p t ɯ ɾ ɯ m l a ɾ ɯ
yapılamayan	j a p ɯ ɫ a m a j a n
yapılanmasını	j a p ɯ ɫ a n m a s ɯ n ɯ
yapılmamaktadır	j a p ɯ ɫ m a m a k t a d ɯ ɾ
yararını	j a ɾ a ɾ ɯ n ɯ
