de	d e
amamanta	a m a m a n t a
amortigua	a m o ɾ t i ɡ w a
ampliara	a m p l j a ɾ a
amábamos	a m a b a m o s
analogia	a n a l o x j a
anestesiología	a n e s t e s j o l o x i a
anexó	a n e ɡ s o
animarle	a n i m a ɾ l e
animus	a n i m u s
anios	a n j o s
antitanque	a n t i t a n k e
anulara	a n u l a ɾ a
anulará	a n u l a ɾ a
apartas	a p a ɾ t a s
aplicase	a p l i k a s e
apoda	a p o d a
apretarlo	a p ɾ e t a ɾ l o
aproximamos	a p ɾ o ɡ s i m a m o s
arabescos	a ɾ a b e s k o s
arbeloa	a ɾ b e l o a
arlanza	a ɾ l a n s a
arremeten	a r e m e t e n
arrestarán	a r e s t a ɾ a n
arriésgate	a r j e s ɡ a t e
artesonado	a ɾ t e s o n a d o
artos	a ɾ t o s
ascalón	a s k a l o n
ateismo	a t e i s m o
atienen	a t j e n e n
atribuyéndole	a t ɾ i b u ʝ e n d o l e
auxilia	a u ɡ s i l j a
avariciosos	a b a ɾ i s j o s o s
avituallamiento	a b i t w a ʝ a m j e n t o
axones	a ɡ s o n e s
ayudasen	a ʝ u d a s e n
bacardí	b a k a ɾ d i
badass	b a d a s
bahama	b a a m a
balza	b a l s a
bandazos	b a n d a s o s
bangs	b a n s
basculante	b a s k u l a n t e
bassil	b a s i l
bastards	b a s t a ɾ d s
basándote	b a s a n d o t e
batistuta	b a t i s t u t a
belles	b e ʝ e s
berceo	b e ɾ s e o
beriso	b e ɾ i s o
bernd	b e ɾ n d
binet	b i n e t
biologica	b j o l o x i k a
boh	b o
bohm	b o m
bonald	b o n a l d
bracitos	b ɾ a s i t o s
brahim	b ɾ a i m
brebajes	b ɾ e b a x e s
brien	b ɾ j e n
brujula	b ɾ u x u l a
bryson	b ɾ i s o n
buendia	b w e n d j a
cabalgan	k a b a l ɡ a n
cabezon	k a b e s o n
calchaquíes	k a l t͡ʃ a k i e s
calentarlo	k a l e n t a ɾ l o
callaré	k a ʝ a ɾ e
cambiadores	k a m b j a d o ɾ e s
campi	k a m p i
cancelarán	k a n s e l a ɾ a n
cancillerías	k a n s i ʝ e ɾ i a s
caniches	k a n i t͡ʃ e s
cantu	k a n t u
carnot	k a ɾ n o t
casemiro	k a s e m i ɾ o
caserio	k a s e ɾ j o
catalogarse	k a t a l o ɡ a ɾ s e
causaran	k a u s a ɾ a n
ccf	s e s e f
cetina	s e t i n a
chac	t͡ʃ a k
chairman	t͡ʃ a i ɾ m a n
chay	t͡ʃ a i
checho	t͡ʃ e t͡ʃ o
chemistry	t͡ʃ e m i s t ɾ i
cherán	t͡ʃ e ɾ a n
chini	t͡ʃ i n i
chocará	t͡ʃ o k a ɾ a
choclos	t͡ʃ o k l o s
chocolatinas	t͡ʃ o k o l a t i n a s
chp	t͡ʃ e p e
cino	s i n o
ciudada	s j u d a d a
clasificaba	k l a s i f i k a b a
clot	k l o t
codi	k o d i
cojido	k o x i d o
colamos	k o l a m o s
colocándolo	k o l o k a n d o l o
combs	k o m b s
comercializacion	k o m e ɾ s j a l i s a s j o n
comisarias	k o m i s a ɾ j a s
compensaría	k o m p e n s a ɾ i a
compliance	k o m p l j a n s e
comprensiblemente	k o m p ɾ e n s i b l e m e n t e
concedieran	k o n s e d j e ɾ a n
conductista	k o n d u ɡ t i s t a
confiará	k o n f j a ɾ a
confisca	k o n f i s k a
conformándose	k o n f o ɾ m a n d o s e
conlleven	k o n ʝ e b e n
conseil	k o n s e i l
conservara	k o n s e ɾ b a ɾ a
considerarnos	k o n s i d e ɾ a ɾ n o s
constituyera	k o n s t i t u ʝ e ɾ a
consultarlos	k o n s u l t a ɾ l o s
contagiaron	k o n t a x j a ɾ o n
contentísima	k o n t e n t i s i m a
contentísimo	k o n t e n t i s i m o
contestarla	k o n t e s t a ɾ l a
continuadores	k o n t i n w a d o ɾ e s
contrar	k o n t ɾ a ɾ
conócete	k o n o s e t e
corbera	k o ɾ b e ɾ a
correré	k o r e ɾ e
cosi	k o s i
creimos	k ɾ e i m o s
criminalizando	k ɾ i m i n a l i s a n d o
cristeros	k ɾ i s t e ɾ o s
cuantificables	k w a n t i f i k a b l e s
culpará	k u l p a ɾ a
curriculums	k u r i k u l u m s
darkest	d a ɾ k e s t
debatiéndose	d e b a t j e n d o s e
debiamos	d e b j a m o s
debilitándose	d e b i l i t a n d o s e
decaen	d e k a e n
defen	d e f e n
dejaos	d e x a o s
delatores	d e l a t o ɾ e s
deleites	d e l e i t e s
delineando	d e l i n e a n d o
demacrada	d e m a k ɾ a d a
demille	d e m i ʝ e
desaconseja	d e s a k o n s e x a
descargarlas	d e s k a ɾ ɡ a ɾ l a s
descontaron	d e s k o n t a ɾ o n
desenterró	d e s e n t e r o
desmentirlo	d e s m e n t i ɾ l o
desmontaron	d e s m o n t a ɾ o n
despectivas	d e s p e ɡ t i b a s
despertaran	d e s p e ɾ t a ɾ a n
desprenderme	d e s p ɾ e n d e ɾ m e
destapan	d e s t a p a n
desviándose	d e s b j a n d o s e
detectarlos	d e t e ɡ t a ɾ l o s
devienen	d e b j e n e n
diastólica	d j a s t o l i k a
dickie	d i k j e
diferenciadores	d i f e ɾ e n s j a d o ɾ e s
dila	d i l a
dimiten	d i m i t e n
diplomatique	d i p l o m a t i k e
diseñen	d i s e ɲ e n
disp	d i s p
divulguen	d i b u l ɡ e n
diário	d j a ɾ j o
dncd	d e ɛ n s e d e
doberman	d o b e ɾ m a n
doloridos	d o l o ɾ i d o s
dominarla	d o m i n a ɾ l a
dostoyevski	d o s t o ʝ e b s k i
dotarlo	d o t a ɾ l o
dri	d ɾ i
driscoll	d ɾ i s k o l
dueno	d w e n o
duquesas	d u k e s a s
duraran	d u ɾ a ɾ a n
déle	d e l e
dúrcal	d u ɾ k a l
eae	e a e
ech	e t͡ʃ
edy	e d i
electroacústica	e l e ɡ t ɾ o a k u s t i k a
emaús	e m a u s
emg	e m ɡ
emotions	e m o t j o n s
emparejamientos	e m p a ɾ e x a m j e n t o s
empeoraría	e m p e o ɾ a ɾ i a
empleándose	e m p l e a n d o s e
enarbola	e n a ɾ b o l a
encerrarnos	e n s e r a ɾ n o s
enfria	e n f ɾ j a
enmarcando	e m m a ɾ k a n d o
ensombrece	e n s o m b ɾ e s e
entendibles	e n t e n d i b l e s
enteremos	e n t e ɾ e m o s
entierre	e n t j e r e
entonaron	e n t o n a ɾ o n
entremezcla	e n t ɾ e m e s k l a
entromete	e n t ɾ o m e t e
equiparse	e k i p a ɾ s e
equivoquemos	e k i b o k e m o s
ermua	e ɾ m w a
escribid	e s k ɾ i b i d
escuchéis	e s k u t͡ʃ e i s
escurriendo	e s k u r j e n d o
escuálida	e s k w a l i d a
esfinges	e s f i n x e s
esnobismo	e s n o b i s m o
españo	e s p a ɲ o
españolistas	e s p a ɲ o l i s t a s
especifiquen	e s p e s i f i k e n
espriella	e s p ɾ j e ʝ a
essentials	e s e n t j a l s
estafilococos	e s t a f i l o k o k o s
esterilizaciones	e s t e ɾ i l i s a s j o n e s
estimas	e s t i m a s
estiras	e s t i ɾ a s
estocadas	e s t o k a d a s
estudiaran	e s t u d j a ɾ a n
estudo	e s t u d o
eurocup	e u ɾ o k u p
eustace	e u s t a s e
evaluarán	e b a l w a ɾ a n
evaporarse	e b a p o ɾ a ɾ s e
evian	e b j a n
excreta	e ɡ s k ɾ e t a
exepto	e ɡ s e b t o
explotarlos	e ɡ s p l o t a ɾ l o s
expondré	e ɡ s p o n d ɾ e
exportaban	e ɡ s p o ɾ t a b a n
extrañaste	e ɡ s t ɾ a ɲ a s t e
exxonmobil	e ɡ s o m m o b i l
facilitarnos	f a s i l i t a ɾ n o s
factors	f a ɡ t o ɾ s
fadu	f a d u
faltase	f a l t a s e
fandangos	f a n d a n ɡ o s
fantasea	f a n t a s e a
femi	f e m i
fenwick	f e n w i k
fertil	f e ɾ t i l
festeje	f e s t e x e
festines	f e s t i n e s
figurines	f i ɡ u ɾ i n e s
filmen	f i l m e n
fimosis	f i m o s i s
fleetwood	f l i t w u d
fomes	f o m e s
fonavi	f o n a b i
fornite	f o ɾ n i t e
forrajeras	f o r a x e ɾ a s
fortalecemos	f o ɾ t a l e s e m o s
fotografiaron	f o t o ɡ ɾ a f j a ɾ o n
francais	f ɾ a n k a i s
fuesemos	f w e s e m o s
fusilan	f u s i l a n
garrafales	ɡ a r a f a l e s
geminis	x e m i n i s
genericos	x e n e ɾ i k o s
gestionarlo	x e s t j o n a ɾ l o
gives	x i b e s
glabros	ɡ l a b ɾ o s
goin	ɡ o i n
golpeamos	ɡ o l p e a m o s
gothic	ɡ o t i k
granjeó	ɡ ɾ a n x e o
granujas	ɡ ɾ a n u x a s
graus	ɡ ɾ a u s
grind	ɡ ɾ i n d
gritemos	ɡ ɾ i t e m o s
gritones	ɡ ɾ i t o n e s
guanabara	ɡ w a n a b a ɾ a
guapi	ɡ w a p i
guarello	ɡ w a ɾ e ʝ o
guerin	ɡ e ɾ i n
guimaraes	ɡ i m a ɾ a e s
guineas	ɡ i n e a s
guirao	ɡ i ɾ a o
gumbo	ɡ u m b o
gunners	ɡ u n e ɾ s
gusana	ɡ u s a n a
gustarles	ɡ u s t a ɾ l e s
habiten	a b i t e n
hagase	a ɡ a s e
handel	a n d e l
harp	a ɾ p
harriman	a r i m a n
harun	a ɾ u n
hazlos	a s l o s
hijodeputa	i x o d e p u t a
hipnotiza	i b n o t i s a
holbox	o l b o ɡ s
horcones	o ɾ k o n e s
huid	w̝ i d
hurga	u ɾ ɡ a
hustler	u s t l e ɾ
ibanez	i b a n e s
iib	i i b
ilustraron	i l u s t ɾ a ɾ o n
imito	i m i t o
immediatamente	i m m e d j a t a m e n t e
impedirnos	i m p e d i ɾ n o s
impresionaba	i m p ɾ e s j o n a b a
impresiono	i m p ɾ e s j o n o
improcedentes	i m p ɾ o s e d e n t e s
improvisan	i m p ɾ o b i s a n
impulsaban	i m p u l s a b a n
inbursa	i m b u ɾ s a
incluyese	i n k l u ʝ e s e
indalo	i n d a l o
indignantes	i n d i ɡ n a n t e s
indignaron	i n d i ɡ n a ɾ o n
indujeron	i n d u x e ɾ o n
inet	i n e t
infaltables	i n f a l t a b l e s
ingres	i n ɡ ɾ e s
inscribiendo	i n s k ɾ i b j e n d o
insistiría	i n s i s t i ɾ i a
intachables	i n t a t͡ʃ a b l e s
integrarla	i n t e ɡ ɾ a ɾ l a
internalizado	i n t e ɾ n a l i s a d o
interpretaría	i n t e ɾ p ɾ e t a ɾ i a
invadiera	i m b a d j e ɾ a
invocamos	i m b o k a m o s
involucrándose	i m b o l u k ɾ a n d o s e
inválidas	i m b a l i d a s
ioma	ʝ o m a
ital	i t a l
iti	i t i
ivor	i b o ɾ
ixtapaluca	i ɡ s t a p a l u k a
jabárovsk	x a b a ɾ o b s k
jamais	x a m a i s
javed	x a b e d
jef	x e f
jel	x e l
jerarquia	x e ɾ a ɾ k j a
jocosos	x o k o s o s
jorn	x o ɾ n
jubilan	x u b i l a n
juca	x u k a
justificables	x u s t i f i k a b l e s
jávea	x a b e a
júlio	x u l j o
kader	k a d e ɾ
kamikazes	k a m i k a s e s
katyn	k a t i n
kauffman	k a u f m a n
kerber	k e ɾ b e ɾ
koalas	k o a l a s
kozlov	k o s l o b
kpo	k e p o
kum	k u m
kwazulu	k w a s u l u
laban	l a b a n
laborda	l a b o ɾ d a
laboulaye	l a b o u l a ʝ e
labruna	l a b ɾ u n a
landázuri	l a n d a s u ɾ i
lastimosa	l a s t i m o s a
laurens	l a u ɾ e n s
leganes	l e ɡ a n e s
leidy	l e i d i
lejanamente	l e x a n a m e n t e
lera	l e ɾ a
leti	l e t i
levant	l e b a n
levantad	l e b a n t a d
liberad	l i b e ɾ a d
liberadores	l i b e ɾ a d o ɾ e s
libraría	l i b ɾ a ɾ i a
libretita	l i b ɾ e t i t a
libré	l i b ɾ e
limpiemos	l i m p j e m o s
linked	l i n k e d
lisette	l i s e t
llas	ʝ a s
llevándolas	ʝ e b a n d o l a s
lob	l o b
localizadores	l o k a l i s a d o ɾ e s
losers	l o s e ɾ s
lourenço	l o u ɾ e n s o
lq	e l k e
macross	m a k ɾ o s
mahathir	m a a t i ɾ
malogró	m a l o ɡ ɾ o
malones	m a l o n e s
mandarines	m a n d a ɾ i n e s
marceau	m a ɾ s e a u
maritimo	m a ɾ i t i m o
marston	m a ɾ s t o n
marsupiales	m a ɾ s u p j a l e s
massi	m a s i
maurer	m a u ɾ e ɾ
mde	e m d e
mediatización	m e d j a t i s a s j o n
medic	m e d i k
medien	m e d j e n
mejoraban	m e x o ɾ a b a n
menzies	m e n s j e s
mercedario	m e ɾ s e d a ɾ j o
metadata	m e t a d a t a
metanfetaminas	m e t a n f e t a m i n a s
metlife	m e t l i f e
metáis	m e t a i s
meus	m e u s
mezclarlos	m e s k l a ɾ l o s
michell	m i t͡ʃ e l
microalgas	m i k ɾ o a l ɡ a s
minami	m i n a m i
minibuses	m i n i b u s e s
mip	m i p
mirrors	m i r o ɾ s
molaría	m o l a ɾ i a
moragas	m o ɾ a ɡ a s
mordio	m o ɾ d j o
mostrárselo	m o s t ɾ a ɾ s e l o
movediza	m o b e d i s a
mul	m u l
multiforme	m u l t i f o ɾ m e
multifunción	m u l t i f u n s j o n
munda	m u n d a
mundialito	m u n d j a l i t o
munera	m u n e ɾ a
municion	m u n i s j o n
mutó	m u t o
muyahidines	m u ʝ a i d i n e s
named	n a m e d
nathalia	n a t a l j a
nazionale	n a s j o n a l e
nebula	n e b u l a
nefertiti	n e f e ɾ t i t i
negacionista	n e ɡ a s j o n i s t a
neme	n e m e
nenad	n e n a d
neorrealismo	n e o r e a l i s m o
nimo	n i m o
nobuo	n o b w o
notícia	n o t i s j a
noviazgos	n o b j a s ɡ o s
obedecerá	o b e d e s e ɾ a
obligándola	o b l i ɡ a n d o l a
obsesivas	o b s e s i b a s
octave	o ɡ t a b e
ocuparla	o k u p a ɾ l a
odiarse	o d j a ɾ s e
odontologia	o d o n t o l o x j a
operarlo	o p e ɾ a ɾ l o
operaría	o p e ɾ a ɾ i a
optará	o b t a ɾ a
orejitas	o ɾ e x i t a s
orientará	o ɾ j e n t a ɾ a
orio	o ɾ j o
ornelas	o ɾ n e l a s
osde	o s d e
oti	o t i
packers	p a k e ɾ s
padding	p a d i n
panties	p a n t j e s
paparazzis	p a p a ɾ a s i s
parapetos	p a ɾ a p e t o s
pasasen	p a s a s e n
pasteleros	p a s t e l e ɾ o s
pasternak	p a s t e ɾ n a k
pasteurización	p a s t e u ɾ i s a s j o n
pats	p a t s
paulinho	p a u l i n o
peanut	p e a n u t
pedernera	p e d e ɾ n e ɾ a
pedroches	p e d ɾ o t͡ʃ e s
pehuajó	p e w a x o
peiró	p e i ɾ o
pelearan	p e l e a ɾ a n
pequenas	p e k e n a s
perfeccionan	p e ɾ f e ɡ s j o n a n
perpignan	p e ɾ p i ɡ n a n
perseguirla	p e ɾ s e ɡ i ɾ l a
pervierte	p e ɾ b j e ɾ t e
pescadilla	p e s k a d i ʝ a
petrodólares	p e t ɾ o d o l a ɾ e s
platanos	p l a t a n o s
pli	p l i
poliza	p o l i s a
ponganle	p o n ɡ a n l e
popularizando	p o p u l a ɾ i s a n d o
practicará	p ɾ a ɡ t i k a ɾ a
preah	p ɾ e a
precedía	p ɾ e s e d i a
preguntándoles	p ɾ e ɡ u n t a n d o l e s
prendiera	p ɾ e n d j e ɾ a
preparandose	p ɾ e p a ɾ a n d o s e
preparándote	p ɾ e p a ɾ a n d o t e
preparémonos	p ɾ e p a ɾ e m o n o s
pringle	p ɾ i n ɡ l e
priorizó	p ɾ j o ɾ i s o
proclamara	p ɾ o k l a m a ɾ a
prometeme	p ɾ o m e t e m e
proponerles	p ɾ o p o n e ɾ l e s
proporcionaran	p ɾ o p o ɾ s j o n a ɾ a n
proporcionarme	p ɾ o p o ɾ s j o n a ɾ m e
propositivo	p ɾ o p o s i t i b o
proque	p ɾ o k e
protegeremos	p ɾ o t e x e ɾ e m o s
proyectarán	p ɾ o ʝ e ɡ t a ɾ a n
pulaski	p u l a s k i
pullas	p u ʝ a s
pungas	p u n ɡ a s
puts	p u t s
puyehue	p u ʝ e w e
pára	p a ɾ a
pétrea	p e t ɾ e a
qp	k e p e
queriéndose	k e ɾ j e n d o s e
quisas	k i s a s
quiéres	k j e ɾ e s
rafah	r a f a
ramonet	r a m o n e t
rapiñas	r a p i ɲ a s
rapoport	r a p o p o ɾ
raptó	r a b t o
rashad	r a ʃ a d
raspones	r a s p o n e s
reaviva	r e a b i b a
reba	r e b a
recaudatorio	r e k a u d a t o ɾ j o
recibiran	r e s i b i ɾ a n
reclamacion	r e k l a m a s j o n
recogeremos	r e k o x e ɾ e m o s
reconoceremos	r e k o n o s e ɾ e m o s
reconstruirla	r e k o n s t ɾ w i ɾ l a
recordare	r e k o ɾ d a ɾ e
reducirlas	r e d u s i ɾ l a s
refieras	r e f j e ɾ a s
reflectantes	r e f l e ɡ t a n t e s
regency	r e x e n s i
reimpresiones	r e i m p ɾ e s j o n e s
relajes	r e l a x e s
relájense	r e l a x e n s e
remastered	r e m a s t e ɾ e d
renegó	r e n e ɡ o
represora	r e p ɾ e s o ɾ a
reprocho	r e p ɾ o t͡ʃ o
requerirse	r e k e ɾ i ɾ s e
requete	r e k e t e
reseñando	r e s e ɲ a n d o
resistiera	r e s i s t j e ɾ a
resonaron	r e s o n a ɾ o n
responsabilizo	r e s p o n s a b i l i s o
responsive	r e s p o n s i b e
resulté	r e s u l t e
resurreccion	r e s u r e ɡ s j o n
retrasen	r e t ɾ a s e n
retratarse	r e t ɾ a t a ɾ s e
retrocedemos	r e t ɾ o s e d e m o s
revisaban	r e b i s a b a n
rezaré	r e s a ɾ e
rindieran	r i n d j e ɾ a n
ritu	r i t u
rociando	r o s j a n d o
rogério	r o x e ɾ j o
rop	r o p
rugosas	r u ɡ o s a s
sainetes	s a i n e t e s
salih	s a l i
salome	s a l o m e
salpique	s a l p i k e
salvi	s a l b i
salvándose	s a l b a n d o s e
sancionadora	s a n s j o n a d o ɾ a
sanfuentes	s a n f w e n t e s
saray	s a ɾ a i
sarriá	s a r j a
sbc	e s b e s e
sbt	e s b e t e
sentirlas	s e n t i ɾ l a s
senza	s e n s a
serum	s e ɾ u m
seuss	s e u s
señ	s e ɲ
shams	ʃ a m s
shyamalan	ʃ a m a l a n
sib	s i b
sime	s i m e
simonet	s i m o n e t
sintonia	s i n t o n j a
siéntense	s j e n t e n s e
sobreexposición	s o b ɾ e e ɡ s p o s i s j o n
sodre	s o d ɾ e
soltaban	s o l t a b a n
sometiera	s o m e t j e ɾ a
sonas	s o n a s
sonreirá	s o n r e i ɾ a
sonreíste	s o n r e i s t e
sostienes	s o s t j e n e s
spinola	e s p i n o l a
stanhope	e s t a n o p e
stiuso	e s t j u s o
subcontratas	s u b k o n t ɾ a t a s
subirás	s u b i ɾ a s
sucesion	s u s e s j o n
suede	s w e d e
sukhoi	s u k o i
sulfhídrico	s u l f i d ɾ i k o
sumándole	s u m a n d o l e
suplencias	s u p l e n s j a s
suresh	s u ɾ e ʃ
suspendo	s u s p e n d o
sveta	e s b e t a
sáb	s a b
takeo	t a k e o
tallando	t a ʝ a n d o
tamariz	t a m a ɾ i s
tapamos	t a p a m o s
taparme	t a p a ɾ m e
tarraco	t a r a k o
technica	t e t͡ʃ n i k a
tegan	t e ɡ a n
tei	t e i
telemáticos	t e l e m a t i k o s
telequinesis	t e l e k i n e s i s
teletipo	t e l e t i p o
teniéndose	t e n j e n d o s e
termi	t e ɾ m i
textile	t e ɡ s t i l e
teziutlán	t e s j u t l a n
tezuka	t e s u k a
tocábamos	t o k a b a m o s
toei	t o e i
toho	t o o
tolerarse	t o l e ɾ a ɾ s e
tomatoes	t o m a t o e s
tordos	t o ɾ d o s
toses	t o s e s
tpb	t e p e b e
trac	t ɾ a k
tract	t ɾ a ɡ t
transcribimos	t ɾ a n s k ɾ i b i m o s
transportará	t ɾ a n s p o ɾ t a ɾ a
trasladarnos	t ɾ a s l a d a ɾ n o s
trasnoche	t ɾ a s n o t͡ʃ e
trastorna	t ɾ a s t o ɾ n a
trepas	t ɾ e p a s
tricomas	t ɾ i k o m a s
tries	t ɾ j e s
tripleta	t ɾ i p l e t a
tristón	t ɾ i s t o n
tritones	t ɾ i t o n e s
troneras	t ɾ o n e ɾ a s
trotes	t ɾ o t e s
trujillano	t ɾ u x i ʝ a n o
tráete	t ɾ a e t e
tuis	t w i s
tuiteras	t w i t e ɾ a s
tulle	t u ʝ e
tupe	t u p e
turning	t u ɾ n i n
tétrica	t e t ɾ i k a
ubicaría	u b i k a ɾ i a
ukulele	u k u l e l e
ule	u l e
ultrajes	u l t ɾ a x e s
undurraga	u n d u r a ɡ a
unefa	u n e f a
unificaron	u n i f i k a ɾ o n
usal	u s a l
utility	u t i l i t i
vam	b a m
varese	b a ɾ e s e
vencerse	b e n s e ɾ s e
venn	b e n
venzan	b e n s a n
verd	b e ɾ d
vidales	b i d a l e s
villamediana	b i ʝ a m e d j a n a
villarrubia	b i ʝ a r u b j a
villatoro	b i ʝ a t o ɾ o
violé	b j o l e
vivirse	b i b i ɾ s e
volcano	b o l k a n o
volumenes	b o l u m e n e s
volveréis	b o l b e ɾ e i s
votare	b o t a ɾ e
votarla	b o t a ɾ l a
vtb	b e t e b e
vulneren	b u l n e ɾ e n
whedon	w̝ e d o n
wilhelmina	w̝ i l e l m i n a
yamila	ʝ a m i l a
yanis	ʝ a n i s
yanukóvich	ʝ a n u k o b i t͡ʃ
yasuo	ʝ a s w o
yevgeny	ʝ e b x e n i
zempoala	s e m p o a l a
zeng	s e n
zerpa	s e ɾ p a
zoltan	s o l t a n
ándalus	a n d a l u s
abejorros	a b e x o r o s
abinader	a b i n a d e ɾ
abordarlos	a b o ɾ d a ɾ l o s
abriles	a b ɾ i l e s
abrumadores	a b ɾ u m a d o ɾ e s
absuelva	a b s w e l b a
aceleren	a s e l e ɾ e n
acentuaron	a s e n t w a ɾ o n
acuchilló	a k u t͡ʃ i ʝ o
acura	a k u ɾ a
acà	a k a
adar	a d a ɾ
adblock	a d b l o k
adicionan	a d i s j o n a n
adjuntan	a d x u n t a n
admiraron	a d m i ɾ a ɾ o n
adoptaban	a d o b t a b a n
advertirse	a d b e ɾ t i ɾ s e
aecio	a e s j o
aeroportuarias	a e ɾ o p o ɾ t w a ɾ j a s
ager	a x e ɾ
agobiantes	a ɡ o b j a n t e s
agradecérselo	a ɡ ɾ a d e s e ɾ s e l o
agrietados	a ɡ ɾ j e t a d o s
aguanieve	a ɡ w a n j e b e
aguerrida	a ɡ e r i d a
ahorraríamos	a o r a ɾ i a m o s
ajajajaj	a x a x a x a x
alaa	a l a a
aldeanueva	a l d e a n w e b a
alek	a l e k
alienigenas	a l j e n i x e n a s
alimentaría	a l i m e n t a ɾ i a
almacene	a l m a s e n e
almidones	a l m i d o n e s
altuve	a l t u b e
alvares	a l b a ɾ e s
ambitos	a m b i t o s
amma	a m a
amposta	a m p o s t a
angelinos	a n x e l i n o s
antanas	a n t a n a s
antunes	a n t u n e s
antárticos	a n t a ɾ t i k o s
aon	a o n
apegos	a p e ɡ o s
aplicaremos	a p l i k a ɾ e m o s
apresures	a p ɾ e s u ɾ e s
araneda	a ɾ a n e d a
arbenz	a ɾ b e n s
arbitrios	a ɾ b i t ɾ j o s
argenis	a ɾ x e n i s
arina	a ɾ i n a
armeros	a ɾ m e ɾ o s
arocena	a ɾ o s e n a
arpías	a ɾ p i a s
arribes	a r i b e s
arribistas	a r i b i s t a s
arrimarse	a r i m a ɾ s e
arrojadiza	a r o x a d i s a
arrojarle	a r o x a ɾ l e
asimilables	a s i m i l a b l e s
asomaban	a s o m a b a n
asombraron	a s o m b ɾ a ɾ o n
associate	a s o s j a t e
astete	a s t e t e
asumiremos	a s u m i ɾ e m o s
asómate	a s o m a t e
atn	a d e n
atraigo	a t ɾ a i ɡ o
auburn	a u b u ɾ n
autenticas	a u t e n t i k a s
autoestopista	a u t o e s t o p i s t a
azahara	a s a a ɾ a
azhar	a s a ɾ
azotaban	a s o t a b a n
aùn	a u n
bacillus	b a s i ʝ u s
backer	b a k e ɾ
baixa	b a i ɡ s a
bajaj	b a x a x
bajándose	b a x a n d o s e
bakshi	b a k ʃ i
balbina	b a l b i n a
banes	b a n e s
baradit	b a ɾ a d i t
baring	b a ɾ i n
barrabravas	b a r a b ɾ a b a s
bateson	b a t e s o n
batiente	b a t j e n t e
bayou	b a ʝ o u
beberla	b e b e ɾ l a
beckenbauer	b e k e m b a w e ɾ
benvenuto	b e m b e n u t o
berardi	b e ɾ a ɾ d i
bhaskar	b a s k a ɾ
bivalvos	b i b a l b o s
blanquerna	b l a n k e ɾ n a
boheme	b o e m e
boma	b o m a
bombardier	b o m b a ɾ d j e ɾ
borrarte	b o r a ɾ t e
bosh	b o ʃ
bosteza	b o s t e s a
bregman	b ɾ e ɡ m a n
brey	b ɾ e i
bungalows	b u n ɡ a l o u s
buscándome	b u s k a n d o m e
bust	b u s t
cabalgó	k a b a l ɡ o
caballeresca	k a b a ʝ e ɾ e s k a
cachemir	k a t͡ʃ e m i ɾ
calabacines	k a l a b a s i n e s
calculadores	k a l k u l a d o ɾ e s
calico	k a l i k o
calificarla	k a l i f i k a ɾ l a
californias	k a l i f o ɾ n j a s
calum	k a l u m
caminaré	k a m i n a ɾ e
campion	k a m p j o n
camufla	k a m u f l a
canaco	k a n a k o
cancelaba	k a n s e l a b a
candel	k a n d e l
cansaremos	k a n s a ɾ e m o s
canutos	k a n u t o s
capciosa	k a b s j o s a
caprina	k a p ɾ i n a
cartucheras	k a ɾ t u t͡ʃ e ɾ a s
carías	k a ɾ i a s
castigaban	k a s t i ɡ a b a n
cavalleria	k a b a ʝ e ɾ j a
cazarlo	k a s a ɾ l o
chalk	t͡ʃ a l k
chayoteros	t͡ʃ a ʝ o t e ɾ o s
chestnut	t͡ʃ e s d n u t
cheves	t͡ʃ e b e s
chimú	t͡ʃ i m u
chio	t͡ʃ j o
chispitas	t͡ʃ i s p i t a s
choel	t͡ʃ o e l
chupones	t͡ʃ u p o n e s
cianobacterias	s j a n o b a ɡ t e ɾ j a s
cimentaciones	s i m e n t a s j o n e s
cinvestav	s i m b e s t a b
claroscuros	k l a ɾ o s k u ɾ o s
coeli	k o e l i
coetzee	k o e t s e e
colgaste	k o l ɡ a s t e
collados	k o ʝ a d o s
collor	k o ʝ o ɾ
competicion	k o m p e t i s j o n
comrade	k o m ɾ a d e
conciliadores	k o n s i l j a d o ɾ e s
conectándose	k o n e ɡ t a n d o s e
conla	k o n l a
conny	k o n i
conquistamos	k o n k i s t a m o s
conseguis	k o n s e ɡ i s
consistoriales	k o n s i s t o ɾ j a l e s
construirían	k o n s t ɾ w i ɾ i a n
contabilizando	k o n t a b i l i s a n d o
contadme	k o n t a d m e
controlled	k o n t ɾ o ʝ e d
contándose	k o n t a n d o s e
convirtiendose	k o m b i ɾ t j e n d o s e
cooperará	k o o p e ɾ a ɾ a
corruptores	k o r u b t o ɾ e s
cortadoras	k o ɾ t a d o ɾ a s
coterráneos	k o t e r a n e o s
criptana	k ɾ i b t a n a
cumplirle	k u m p l i ɾ l e
curuguaty	k u ɾ u ɡ w a t i
cuá	k w a
cástulo	k a s t u l o
cúneo	k u n e o
dajabón	d a x a b o n
daka	d a k a
danae	d a n a e
debilitaba	d e b i l i t a b a
decidiré	d e s i d i ɾ e
dedicase	d e d i k a s e
deficitarios	d e f i s i t a ɾ j o s
deia	d e j a
dejais	d e x a i s
demichelis	d e m i t͡ʃ e l i s
denominando	d e n o m i n a n d o
deparó	d e p a ɾ o
deportarlos	d e p o ɾ t a ɾ l o s
derroca	d e r o k a
desapareciste	d e s a p a ɾ e s i s t e
