de	d e
delirium	d e l i ɾ j u m
dementia	d e m e n t j a
dentats	d e n t a t s
depurades	d e p u ɾ a d e s
desajust	d e s a ʒ u s t
desarticular	d e s a ɾ t i k u l a ɾ
desinformada	d e s i n f o ɾ m a d a
dict	d i k t
diese	d j e s e
diplomatari	d i p l o m a t a ɾ i
diverse	d i v e ɾ s e
domenec	d o m e n e k
dudamel	d u d a m e l
durkheim	d u ɾ k a j m
dynamo	d i n a m o
eii	e i i
eklund	e k l u n d
elea	e l e a
elegibilitat	e l e d͡ʒ i b i l i t a t
empatà	e m p a t a
encomanem	e n k o m a n e m
enlairades	e n l a j ɾ a d e s
entregaven	e n t ɾ e ɡ a v e n
escoltam	e s k o l t a m
escénicas	e s θ e n i k a s
espanola	e s p a n o l a
estafeta	e s t a f e t a
estalviadors	e s t a l v j a d o ɾ s
estatutaris	e s t a t u t a ɾ i s
estimaràs	e s t i m a ɾ a s
estrin	e s t ɾ i n
esvaeixi	e z v a e j ʃ i
evaporada	e v a p o ɾ a d a
falsificada	f a l s i f i k a d a
faría	f a ɾ i a
feineta	f e j n e t a
felis	f e l i s
fic	f i k
fiddle	f i d d l e
fior	f j o ɾ
fondal	f o n d a l
fotografiava	f o t o ɡ ɾ a f j a v a
frescals	f ɾ e s k a l s
fumaroles	f u m a ɾ o l e s
generalidad	d͡ʒ e n e ɾ a l i d a d
gotas	ɡ o t a s
grahit	ɡ ɾ a i t
grano	ɡ ɾ a n o
grosella	ɡ ɾ o s ɛ l l a
guansé	ɡ w a n s e
gustativa	ɡ u s t a t i v a
halls	h a l s
halsey	h a l s e j
herminia	e ɾ m i n j a
hitites	i t i t e s
húnter	u n t e ɾ
ims	i m s
indefenses	i n d e f ɛ n s e s
indianos	i n d j a n o s
infiltrada	i n f i l t ɾ a d a
interprofessional	i n t e ɾ p ɾ o f e s s j o n a l
ionosfera	j o n o s f e ɾ a
irada	i ɾ a d a
isòmers	i s ɔ m e ɾ s
itàliques	i t a l i k e s
jaqué	ʒ a k e
jeeps	d͡ʒ i p s
jeroboam	ʒ e ɾ o b o a m
josey	d͡ʒ o s e j
justine	ʒ u s t i n e
jàssera	ʒ a s s e ɾ a
karenina	k a ɾ e n i n a
karènina	k a ɾ ɛ n i n a
kelme	k ɛ l m e
kombu	k o m b u
laberíntica	l a b e ɾ i n t i k a
lacaixa	l a k a j ʃ a
laguardia	l a ɡ w a ɾ d j a
lagun	l a ɡ u n
landis	l a n d i s
lasik	l a s i k
lime	l i m e
lingus	l i n ɡ u s
llorito	l l o ɾ i t o
lusitana	l u s i t a n a
malhumorada	m a l u m o ɾ a d a
manifestarà	m a n i f e s t a ɾ a
maracaibo	m a ɾ a k a j b o
marinat	m a ɾ i n a t
marjades	m a ɾ ʒ a d e s
masturba	m a s t u ɾ b a
mavi	m a v i
mediante	m e d j a n t e
micromamífers	m i k ɾ o m a m i f e ɾ s
molestarà	m o l e s t a ɾ a
molibdè	m o l i b d ɛ
moraes	m o ɾ a e s
moratinos	m o ɾ a t i n o s
mudada	m u d a d a
munti	m u n t i
musil	m u s i l
mènsula	m ɛ n s u l a
mésdemil	m e z d e m i l
naga	n a ɡ a
niente	n j ɛ n t e
nube	n u b e
nóm	n ɔ m
olívia	o l i v j a
onedrive	o n e d ɾ i v e
orban	o ɾ b a n
ordenin	o ɾ d e n i n
ortografía	o ɾ t o ɡ ɾ a f i a
paquistanès	p a k i s t a n ɛ s
pavlov	p a v l ɔ v
pecíols	p e θ i o l s
pedruscall	p e d ɾ u s k a l
perfuma	p e ɾ f u m a
personajes	p e ɾ s o n a ʒ e s
perífrasi	p e ɾ i f ɾ a s i
pesques	p e s k e s
petroquímiques	p e t ɾ o k i m i k e s
piragüistes	p i ɾ a ɡ w i s t e s
piranesi	p i ɾ a n e s i
podestà	p o d e s t a
ppd	p e p e d e
preavís	p ɾ e a v i s
predefinida	p ɾ e d e f i n i d a
pregaries	p ɾ e ɡ a ɾ j e s
prematures	p ɾ e m a t u ɾ e s
preparadors	p ɾ e p a ɾ a d o ɾ s
presbyterian	p ɾ e z b i t e ɾ j a n
psicodèliques	p s i k o d ɛ l i k e s
puros	p u ɾ o s
quarsita	k w a ɾ s i t a
quechua	k e ʃ w a
quedado	k e d a d o
quiebra	k j e b ɾ a
radicats	r a d i k a t s
rebekah	ɣ e b e k a
reedificada	r e e d i f i k a d a
refredada	r e f ɾ e d a d a
remontada	r e m o n t a d a
revistas	r e v i s t a s
romina	r o m i n a
sag	s a ɡ
salda	s a l d a
salis	s a l i s
samael	s a m a ɛ l
sanit	s a n i t
sanji	s a n ʒ i
sarastro	s a ɾ a s t ɾ o
sarcàstiques	s a ɾ k a s t i k e s
saverio	s a v e ɾ j o
setembro	s e t e m b ɾ o
sinaloa	s i n a l o a
sivera	s i v e ɾ a
slump	s l u m p
sobrevol	s o b ɾ e v o l
sofista	s o f i s t a
solidworks	s o l i d w ɔ ɾ k s
somnàmbula	s o m n a m b u l a
somàtica	s o m a t i k a
sorus	s o ɾ u s
spar	s p a ɾ
streptococcus	s t ɾ e p t o k o k k u s
subtitles	s u b t i t l e s
suggestives	s u d d͡ʒ e s t i v e s
séc	s e k
teresita	t e ɾ e s i t a
timbo	t i m b o
tintoretto	t i n t o ɾ e t t o
tola	t o l a
toutes	t u t e s
tpv	t e p e v e
transexualitat	t ɾ a n s e k s u a l i t a t
tudo	t u d o
tum	t u m
turdus	t u ɾ d u s
tutú	t u t u
twit	t w i t
tía	t i a
ulam	u l a m
ultimàtums	u l t i m a t u m s
unido	u n i d o
usable	u z a b l e
vedet	v e d e t
vegan	v e ɡ a n
velades	v e l a d e s
ventilada	v e n t i l a d a
verbo	v e ɾ b o
vergues	v e ɾ ɡ e s
versi	v e ɾ s i
viajeros	v j a ʒ e ɾ o s
videoartista	v i d e o a ɾ t i s t a
viga	v i ɡ a
viladordis	v i l a d o ɾ d i s
vini	v i n i
vole	v o l e
voran	v o ɾ a n
xli	ʃ l i
yatta	j a t t a
zee	z e e
áreas	a ɾ e a s
abasti	a b a s t i
abdallah	a b d a l l a
abenaki	a b e n a k i
acoblades	a k o b l a d e s
acv	a k v
adenina	a d e n i n a
alauita	a l a w i t a
aleluya	a l e l u j a
alibek	a l i b ɛ k
alquería	a l k e ɾ i a
amarada	a m a ɾ a d a
amell	a m ɛ l
amílcar	a m i l k a ɾ
andines	a n d i n e s
aniries	a n i ɾ j e s
anomenaré	a n o m e n a ɾ e
antropología	a n t ɾ o p o l o d͡ʒ i a
antàrtics	a n t a ɾ t i k s
apadrinats	a p a d ɾ i n a t s
araneses	a ɾ a n e s e s
armadillo	a ɾ m a d i l j o
asakusa	a s a k u s a
asalto	a s a l t o
ascòrbic	a s k ɔ ɾ b i k
asics	a s i k s
asins	a s i n s
atlante	a t l a n t e
atupa	a t u p a
autoridad	a w t o ɾ i d a d
avars	a v a ɾ s
axò	a ʃ ɔ
baguls	b a ɡ u l s
bartrolí	b a ɾ t ɾ o l i
bateman	b a t e m a n
bicho	b i ʃ o
birdman	b i ɾ d m a n
bliss	b l i s
boades	b o a d e s
branded	b ɾ a n d e d
branqueta	b ɾ a n k e t a
buyers	b u j e ɾ s
caamaño	k a a m a ɲ o
calisto	k a l i s t o
cambrià	k a m b ɾ j a
camin	k a m i n
candelers	k a n d e l e ɾ s
candidato	k a n d i d a t o
cesáreo	θ e s a ɾ e o
choctaw	ʃ o k t a w
christo	k ɾ i s t o
chun	ʃ u n
ciclops	t͡ʃ i k l ɔ p s
cinderella	θ i n d e ɾ ɛ l l a
colegi	k o l e d͡ʒ i
comorbiditat	k o m o ɾ b i d i t a t
comunismo	k o m u n i z m o
configurava	k o n f i ɡ u ɾ a v a
constatada	k o n s t a t a d a
constatava	k o n s t a t a v a
contorsionista	k o n t o ɾ s j o n i s t a
cordà	k o ɾ d a
coreogràfics	k o ɾ e o ɡ ɾ a f i k s
cuidadores	k w i d a d o ɾ e s
cultivador	k u l t i v a d o ɾ
còrdoba	k ɔ ɾ d o b a
cúber	k u b e ɾ
declares	d e k l a ɾ e s
deformen	d e f o ɾ m e n
deixaves	d e j ʃ a v e s
demá	d e m a
depravats	d e p ɾ a v a t s
derrotistes	d e r r o t i s t e s
descomposta	d e s k o m p o s t a
destaquin	d e s t a k i n
dictés	d i k t e s
dile	d i l e
dircom	d i ɾ k o m
displàsia	d i s p l a s j a
dissecats	d i s s e k a t s
domeny	d o m e n i
draco	d ɾ a k o
dretanes	d ɾ e t a n e s
ekrem	e k ɾ ɛ m
embargades	e m b a ɾ ɡ a d e s
empro	e m p ɾ o
encaixonada	e n k a j ʃ o n a d a
entidades	e n t i d a d e s
escaramussa	e s k a ɾ a m u s s a
escolàstic	e s k o l a s t i k
escopinada	e s k o p i n a d a
espaiosos	e s p a j o s o s
esquilache	e s k i l a ʃ e
estronci	e s t ɾ ɔ n t͡ʃ i
etnògraf	e t n ɔ ɡ ɾ a f
evocadors	e v o k a d o ɾ s
fadrines	f a d ɾ i n e s
farinelli	f a ɾ i n ɛ l l i
farmers	f a ɾ m e ɾ s
fatigues	f a t i ɡ e s
faunístics	f a u n i s t i k s
fawkes	f a w k e s
feits	f a j t s
filología	f i l o l o d͡ʒ i a
flaminí	f l a m i n i
floridures	f l o ɾ i d u ɾ e s
fragmenten	f ɾ a ɡ m e n t ɛ n
fredegunda	f ɾ e d e ɡ u n d a
fregava	f ɾ e ɡ a v a
fripp	f ɾ i p
frígola	f ɾ i ɡ o l a
ful	f u l
gabino	ɡ a b i n o
gelpí	d͡ʒ e l p i
germinals	d͡ʒ e ɾ m i n a l s
gma	ɡ m a
gombrowicz	ɡ o m b ɾ ɔ v i t͡ʃ
grammys	ɡ ɾ a m m i s
gravaren	ɡ ɾ a v a ɾ ɛ n
guineà	ɡ i n e a
gurp	ɡ u ɾ p
gàstriques	ɡ a s t ɾ i k e s
habità	a b i t a
haploides	a p l ɔ j d e s
hernia	e ɾ n j a
heterodòxia	e t e ɾ o d ɔ k s j a
hildy	h i l d i
historique	i s t o ɾ i k e
honrosa	ɔ̃ r o s a
ilustrado	i l u s t ɾ a d o
impostura	i m p o s t u ɾ a
indicadora	i n d i k a d o ɾ a
injectable	i n ʒ e k t a b l e
insulti	i n s u l t i
intercomarcals	i n t e ɾ k o m a ɾ k a l s
internades	i n t e ɾ n a d e s
intertítols	i n t e ɾ t i t o l s
judi	ʒ u d i
julianne	ʒ u l j a n n e
justified	ʒ u s t i f j e d
keroro	k e ɾ o ɾ o
laboriositat	l a b o ɾ j o s i t a t
lalibela	l a l i b ɛ l a
lapidari	l a p i d a ɾ i
lavansa	l a v a n s a
lefebvre	l e f e b v ɾ e
levitt	l e v i t
lexicogràfics	l e k s i k o ɡ ɾ a f i k s
liberia	l i b e ɾ j a
liposolubles	l i p o s o l u b l e s
malaga	m a l a ɡ a
malic	m a l i k
manarà	m a n a ɾ a
matriculà	m a t ɾ i k u l a
maximià	m a ʃ i m j a
mayra	m a j ɾ a
melanòcits	m e l a n ɔ ʃ i t s
mexicali	m e ʃ i k a l i
microbiològic	m i k ɾ o b i o l ɔ d͡ʒ i k
microwave	m i k ɾ o w a v e
milvus	m i l v u s
minivan	m i n i v a n
minsky	m i n s k i
mitos	m i t o s
modrego	m o d ɾ e ɡ o
monolit	m o n o l i t
multidimensionals	m u l t i d i m e n s j o n a l s
muma	m u m a
muniesa	m u n j e s a
muvim	m u v i m
napoleón	n a p o l e o n
navalni	n a v a l n i
nepaleses	n e p a l e s e s
nevarà	n e v a ɾ a
nicolay	n i k o l a j
nomenarà	n o m e n a ɾ a
oculista	o k u l i s t a
oferiré	o f e ɾ i ɾ e
oleaginoses	o l e a d͡ʒ i n o s e s
ometen	o m e t ɛ n
omnibus	o m n i b u s
orm	o ɾ m
oui	w i
padri	p a d ɾ i
paleolítica	p a l e o l i t i k a
pamuk	p a m u k
panticosa	p a n t i k o s a
parió	p a ɾ j ɔ
patapam	p a t a p a m
patatu	p a t a t u
patés	p a t e s
películas	p e l i k u l a s
penedia	p e n e d j a
pepero	p e p e ɾ o
perspectivas	p e ɾ s p e k t i v a s
pertorben	p e ɾ t o ɾ b ɛ n
pidgin	p i d d͡ʒ i n
pimienta	p i m j ɛ n t a
planador	p l a n a d o ɾ
plasmà	p l a z m a
portu	p o ɾ t u
postisses	p o s t i s s e s
pote	p o t e
presentan	p ɾ e s e n t a n
presumim	p ɾ e s u m i m
privilege	p ɾ i v i l ɛ d͡ʒ e
profesors	p ɾ o f e s o ɾ s
prohibido	p ɾ o i b i d o
prohibiran	p ɾ o i b i ɾ a n
proveïdores	p ɾ o v e i d o ɾ e s
puch	p u ʃ
pulau	p u l a w
pupes	p u p e s
quali	k w a l i
querétaro	k e ɾ e t a ɾ o
quezada	k e z a d a
quiral	k i ɾ a l
reactivi	r e a k t i v i
reafirmen	r e a f i ɾ m e n
recuperables	r e k u p e ɾ a b l e s
regeneren	r e d͡ʒ e n e ɾ e n
regularitats	r e ɡ u l a ɾ i t a t s
remetia	r e m e t j a
remunti	r e m u n t i
rendiria	r e n d i ɾ j a
retrobades	r e t ɾ o b a d e s
rina	r i n a
risorgimento	r i s o ɾ d͡ʒ i m e n t o
romània	r o m a n j a
romário	r o m a ɾ j o
sado	s a d o
saida	s a j d a
samaràs	s a m a ɾ a s
sandjak	s a n d͡ʒ a k
scenes	ʃ e n e s
sentiríem	s e n t i ɾ i e m
sequoies	s e k w ɔ j e s
sesoliveres	s e s o l i v e ɾ e s
siameses	s j a m e s e s
simca	s i m k a
sinusoïdal	s i n u s o i d a l
sinàpsids	s i n a p s i d s
skull	s k u l
solvia	s o l v j a
sondatges	s o n d a t d͡ʒ e s
sortis	s o ɾ t i s
sso	s s o
strada	s t ɾ a d a
superposada	s u p e ɾ p o s a d a
superposat	s u p e ɾ p o s a t
technique	t e ʃ n i k e
teleoperadors	t e l e o p e ɾ a d o ɾ s
teobromina	t e o b ɾ o m i n a
termòpiles	t e ɾ m ɔ p i l e s
tibia	t i b j a
tirisiti	t i ɾ i s i t i
tobar	t o b a ɾ
totalitàries	t o t a l i t a ɾ j e s
tractis	t ɾ a k t i s
transmetin	t ɾ a n z m e t i n
truly	t ɾ u l i
tuberculosa	t u b e ɾ k u l o s a
tuberculosos	t u b e ɾ k u l o s o s
turf	t u ɾ f
ubic	u b i k
urales	u ɾ a l e s
urbanos	u ɾ b a n o s
variància	v a ɾ j a n t͡ʃ a
veneraven	v e n e ɾ a v e n
vicariat	v i k a ɾ j a t
videocàmeres	v i d e o k a m e ɾ e s
vidua	v i d w a
vindràn	v i n d ɾ a n
vitam	v i t a m
vàndal	v a n d a l
weir	w e i ɾ
wuhan	w u h ã
zarathustra	z a ɾ a t u s t ɾ a
éll	e l
abellà	a b e l l a
aclarits	a k l a ɾ i t s
acordes	a k o ɾ d e s
adnan	a d n a n
afra	a f ɾ a
aguilella	a ɡ i l ɛ l l a
akihabara	a k i h a b a ɾ a
akí	a k i
albufereta	a l b u f e ɾ e t a
alka	a l k a
almiserà	a l m i s e ɾ a
aluja	a l u ʒ a
amma	a m m a
analfabetes	a n a l f a b e t e s
anteposa	a n t e p o s a
antitumorals	a n t i t u m o ɾ a l s
antídots	a n t i d o t s
apareixes	a p a ɾ e j ʃ e s
aproparen	a p ɾ o p a ɾ ɛ n
aquoses	a k w o s e s
areté	a ɾ e t e
arrival	a r r i v a l
arundo	a ɾ u n d o
atkins	a t k i n s
atticus	a t t i k u s
autobombes	a w t o b o m b e s
ayako	a j a k o
bagunyà	b a ɡ u n j a
bandai	b a n d a j
bardenas	b a ɾ d e n a s
barquetes	b a ɾ k e t e s
bg	b e ɡ e
bibliografía	b i b l j o ɡ ɾ a f i a
bild	b i l d
binary	b i n a ɾ i
boardwalk	b o a ɾ d w a l k
botxes	b o t͡ʃ e s
brady	b ɾ a d i
cabalosos	k a b a l o s o s
caelles	k a ɛ l l e s
campesino	k a m p e s i n o
campàs	k a m p a s
captes	k a p t e s
carmelina	k a ɾ m e l i n a
carolus	k a ɾ o l u s
casot	k a s o t
catradio	k a t ɾ a d j o
cay	k a j
cediren	t͡ʃ e d i ɾ ɛ n
chavela	ʃ a v e l a
chía	ʃ i a
claravall	k l a ɾ a v a l
clauers	k l a w e ɾ s
clegane	k l e ɡ a n e
climatològics	k l i m a t o l ɔ d͡ʒ i k s
codes	k o d e s
collo	k o l l o
colocat	k o l o k a t
compartiràs	k o m p a ɾ t i ɾ a s
compis	k o m p i s
condimentat	k o n d i m e n t a t
consternada	k o n s t e ɾ n a d a
conteste	k o n t e s t e
controversia	k o n t ɾ o v e ɾ s j a
copiaré	k o p j a ɾ e
copioses	k o p j o s e s
corberà	k o ɾ b e ɾ a
covetes	k o v e t e s
crag	k ɾ a ɡ
creïs	k ɾ e i s
criss	k ɾ i s
críptics	k ɾ i p t i k s
cubata	k u b a t a
cupulí	k u p u l i
cànaves	k a n a v e s
daca	d a k a
dameto	d a m e t o
ddos	d d o s
delgada	d e l ɡ a d a
demian	d e m j a n
denuncio	d e n u n t͡ʃ o
derrocada	d e r r o k a d a
descals	d e s k a l s
desconfio	d e s k o n f j o
desembocava	d e s e m b o k a v a
destapem	d e s t a p e m
desvela	d e z v e l a
dipositava	d i p o s i t a v a
diversificats	d i v e ɾ s i f i k a t s
doblador	d o b l a d o ɾ
dragona	d ɾ a ɡ o n a
dreadful	d ɾ e a d f u l
duffy	d u f f i
dvorák	d v o ɾ a k
elegiren	e l e d͡ʒ i ɾ ɛ n
elijah	e l i ʒ a
endevines	e n d e v i n e s
enganxava	e n ɡ a n ʃ a v a
engolida	e n ɡ o l i d a
entreactes	e n t ɾ e a k t e s
epígons	e p i ɡ o n s
erickson	e ɾ i k s o n
escamparà	e s k a m p a ɾ a
escampin	e s k a m p i n
españas	e s p a ɲ a s
esquiu	e s k j u
estatines	e s t a t i n e s
estepona	e s t e p o n a
estrepitosa	e s t ɾ e p i t o s a
età	e t a
eustaqui	e u s t a k i
evocats	e v o k a t s
faculta	f a k u l t a
faculty	f a k u l t i
falcone	f a l k o n e
farias	f a ɾ j a s
fastos	f a s t o s
fauno	f a u n o
festuc	f e s t u k
fidelíssima	f i d e l i s s i m a
figueral	f i ɡ e ɾ a l
fornal	f o ɾ n a l
fortins	f o ɾ t i n s
forums	f o ɾ u m s
fotogaleria	f o t o ɡ a l e ɾ j a
fotogravat	f o t o ɡ ɾ a v a t
frenades	f ɾ e n a d e s
fullmetal	f u l m e t a l
furta	f u ɾ t a
garanti	ɡ a ɾ a n t i
genetistes	d͡ʒ e n e t i s t e s
germani	d͡ʒ e ɾ m a n i
gramínia	ɡ ɾ a m i n j a
guardà	ɡ w a ɾ d a
guifre	ɡ i f ɾ e
hispanoamericans	i s p a n o a m e ɾ i k a n s
hivernen	i v e ɾ n ɛ̃
hombros	o m b ɾ o s
homologades	o m o l o ɡ a d e s
hostel	o s t ɛ l
hoteles	o t e l e s
hta	t a
iannone	j a n n o n e
iis	i i s
ilga	i l ɡ a
improductiva	i m p ɾ o d u k t i v a
inapropiades	i n a p ɾ o p j a d e s
inculca	i n k u l k a
indeterminats	i n d e t e ɾ m i n a t s
inerta	i n ɛ ɾ t a
inespecífics	i n e s p e θ i f i k s
inflamada	i n f l a m a d a
infrastructure	i n f ɾ a s t ɾ u k t u ɾ e
intestines	i n t e s t i n e s
jabhat	ʒ a b a t
jerònims	ʒ e ɾ ɔ n i m s
jimbo	ʒ i m b o
kota	k o t a
lactasa	l a k t a s a
laminada	l a m i n a d a
letamendi	l e t a m e n d i
limitin	l i m i t i n
lingüistica	l i n ɡ w i s t i k a
lleteria	l l e t e ɾ j a
locale	l o k a l e
lse	l s e
luisito	l u i s i t o
lúgubres	l u ɡ u b ɾ e s
maleeix	m a l e e j ʃ
maltractava	m a l t ɾ a k t a v a
mané	m a n e
matic	m a t i k
mav	m a v
meditativa	m e d i t a t i v a
meiktila	m e j k t i l a
melibea	m e l i b e a
melito	m e l i t o
microalgues	m i k ɾ o a l ɡ e s
microeconomia	m i k ɾ o e k o n o m i a
minvà	m i n v a
misericordiosa	m i s e ɾ i k o ɾ d j o s a
mitral	m i t ɾ a l
modernidad	m o d e ɾ n i d a d
monachus	m o n a ʃ u s
monoteista	m o n o t e i s t a
monògam	m o n ɔ ɡ a m
motoclub	m o t o k l u b
mustapha	m u s t a f a
màrmara	m a ɾ m a ɾ a
mêlée	m e l e
músico	m u s i k o
neuropsicòleg	n e w ɾ o p s i k ɔ l e ɡ
nevin	n e v i n
ocasionava	o k a s j o n a v a
occitania	o t t͡ʃ i t a n j a
octaedro	o k t a e d ɾ o
oled	o l e d
omo	o m o
omplerta	o m p l ɛ ɾ t a
ospitalet	o s p i t a l e t
osàcar	o s a k a ɾ
paleolítics	p a l e o l i t i k s
paradoxals	p a ɾ a d o ʃ a l s
pasaria	p a s a ɾ j a
pelviana	p e l v j a n a
penalista	p e n a l i s t a
penella	p e n ɛ l l a
perdera	p e ɾ d e ɾ a
perseguiria	p e ɾ s e ɡ i ɾ j a
pesatge	p e s a t d͡ʒ e
petrificada	p e t ɾ i f i k a d a
peñíscola	p e ɲ i s k o l a
pigmentada	p i ɡ m e n t a d a
pintin	p i n t i n
pneumòleg	p n e u m ɔ l e ɡ
pomposa	p o m p o s a
ponomarev	p o n o m a ɾ e v
potato	p o t a t o
pregui	p ɾ e ɡ i
quantificada	k w a n t i f i k a d a
radicava	r a d i k a v a
readmesos	r e a d m e s o s
recala	r e k a l a
registered	r e d͡ʒ i s t e ɾ e d
regordosa	r e ɡ o ɾ d o s a
repicada	r e p i k a d a
rescatava	r e s k a t a v a
riada	r i a d a
riparia	r i p a ɾ j a
rubiralta	r u b i ɾ a l t a
ruscos	r u s k o s
sacks	s a k s
salido	s a l i d o
salomòniques	s a l o m ɔ n i k e s
salseta	s a l s e t a
samis	s a m i s
santasusagna	s a n t a s u s a ɲ ɲ a
sarti	s a ɾ t i
saône	s a o n e
scarpa	s k a ɾ p a
sexòleg	s e k s ɔ l e ɡ
shisha	ʃ i ʃ a
siberian	s i b e ɾ j a n
siniestro	s i n j e s t ɾ o
skimo	s k i m o
solanum	s o l a n u m
solca	s o l k a
somàtic	s o m a t i k
strubell	s t ɾ u b ɛ l
subhastat	s u b a s t a t
sublima	s u b l i m a
subseus	s u b s e u s
supervisi	s u p e ɾ v i s i
supèrflua	s u p ɛ ɾ f l u a
suros	s u ɾ o s
surprise	s u ɾ p ɾ i s e
sut	s u t
tardava	t a ɾ d a v a
tegucigalpa	t e ɡ u θ i ɡ a l p a
tenido	t e n i d o
tern	t ɛ ɾ n
torbes	t o ɾ b e s
touched	t u ʃ e d
towns	t a w n s
trafica	t ɾ a f i k a
transmitància	t ɾ a n z m i t a n t͡ʃ a
transporti	t ɾ a n s p o ɾ t i
trenades	t ɾ e n a d e s
trude	t ɾ u d e
tulip	t u l i p
tup	t u p
txabi	t ʃ a b i
uròleg	u ɾ ɔ l e ɡ
uveïtis	u v e i t i s
valbuena	v a l b w e n a
vaqué	v a k e
varea	v a ɾ e a
vedanta	v e d a n t a
vehiculars	v e i k u l a ɾ s
venturi	v e n t u ɾ i
vereda	v e ɾ e d a
versionades	v e ɾ s j o n a d e s
vocàlic	v o k a l i k
vocàlics	v o k a l i k s
wataru	w a t a ɾ u
wilaya	w i l a j a
wun	w u n
xan	ʃ a n
xarles	ʃ a ɾ l e s
xulla	ʃ u l l a
érase	e ɾ a s e
ésa	e z a
acreditava	a k ɾ e d i t a v a
adad	a d a d
afaita	a f a i t a
afavoriren	a f a v o ɾ i ɾ ɛ n
afe	a f e
agnelli	a ɲ ɲ ɛ l l i
agrícol	a ɡ ɾ i k o l
alacantines	a l a k a n t i n e s
albertine	a l b e ɾ t i n e
alcaloide	a l k a l ɔ j d e
alcàntera	a l k a n t e ɾ a
alfanumèric	a l f a n u m ɛ ɾ i k
alike	a l i k e
alquímic	a l k i m i k
alterin	a l t e ɾ i n
amf	a m f
ampostins	a m p o s t i n s
analyst	a n a l i s t
anastasio	a n a s t a s j o
angelika	a n d͡ʒ e l i k a
antalya	a n t a l j a
antaviana	a n t a v j a n a
apaïsada	a p a i s a d a
apaïsat	a p a i s a t
arcosaures	a ɾ k o s a w ɾ e s
arcà	a ɾ k a
arenoses	a ɾ e n o s e s
arièja	a ɾ j ɛ ʒ a
arkady	a ɾ k a d i
armin	a ɾ m i n
arquejada	a ɾ k e ʒ a d a
arrivo	a r r i v o
artwork	a ɾ t w ɔ ɾ k
asked	a s k ɛ d
assolada	a s s o l a d a
astrud	a s t ɾ u d
astrònoma	a s t ɾ ɔ n o m a
atrapo	a t ɾ a p o
atreviran	a t ɾ e v i ɾ a n
augmentats	a u ɡ m e n t a t s
augmentem	a u ɡ m e n t e m
aulina	a w l i n a
autodidactes	a w t o d i d a k t e s
axl	a ʃ l
azawad	a z a w a d
babelia	b a b e l j a
babiloni	b a b i l o n i
bagh	b a ɡ
bags	b a ɡ s
balneària	b a l n e a ɾ j a
bandades	b a n d a d e s
bare	b a ɾ e
basile	b a s i l e
bate	b a t e
battambang	b a t t a m b a ŋ
benarés	b e n a ɾ e s
beppe	b ɛ p p e
bidireccionals	b i d i ɾ e t t͡ʃ o n a l s
biofilms	b i o f i l m s
biògrafa	b j ɔ ɡ ɾ a f a
bretones	b ɾ e t o n e s
brom	b ɾ ɔ m
bromur	b ɾ o m u ɾ
brota	b ɾ ɔ t a
bufandes	b u f a n d e s
cabrona	k a b ɾ o n a
cadiach	k a d j a ʃ
caifàs	k a j f a s
caliente	k a l j ɛ n t e
caligari	k a l i ɡ a ɾ i
campanella	k a m p a n ɛ l l a
cancun	k a n k u n
cantoners	k a n t o n e ɾ s
capolls	k a p o l s
cargolades	k a ɾ ɡ o l a d e s
castigaria	k a s t i ɡ a ɾ j a
catanzaro	k a t a n t͡s a ɾ o
censat	t͡ʃ ɛ n s a t
cerverina	θ e ɾ v e ɾ i n a
chains	ʃ a j n s
chokri	ʃ o k ɾ i
chupa	ʃ u p a
ché	ʃ e
clapers	k l a p e ɾ s
clementi	k l e m e n t i
cline	k l i n e
cobriren	k o b ɾ i ɾ ɛ n
cobrà	k o b ɾ a
cojo	k o ʒ o
colleta	k o l l e t a
comapedrosa	k o m a p e d ɾ o s a
comestibilitat	k o m e s t i b i l i t a t
communes	k o m m u n e s
communis	k o m m u n i s
comprimides	k o m p ɾ i m i d e s
condomina	k o n d o m i n a
connexes	k o n n e ʃ e s
consagrava	k o n s a ɡ ɾ a v a
constatà	k o n s t a t a
consuma	k o n s u m a
contribuís	k o n t ɾ i b u i s
costumbres	k o s t u m b ɾ e s
credos	k ɾ e d o s
criterium	k ɾ i t ɛ ɾ j u m
cromatismes	k ɾ o m a t i z m e s
cvi	k v i
càdis	k a d i s
còfia	k ɔ f j a
còrnies	k ɔ ɾ n j e s
dardenne	d a ɾ d ɛ n n e
debilitades	d e b i l i t a d e s
decrèpita	d e k ɾ ɛ p i t a
defens	d e f ɛ n s
demain	d e m a i n
demofòbic	d e m o f ɔ b i k
denominà	d e n o m i n a
derogades	d e ɾ o ɡ a d e s
desdoblada	d e s d o b l a d a
despresos	d e s p ɾ e s o s
dides	d i d e s
diplodocus	d i p l o d o k u s
discontínues	d i s k o n t i n u e s
discòrdies	d i s k ɔ ɾ d j e s
disfrutes	d i s f ɾ u t e s
diverticulitis	d i v e ɾ t i k u l i t i s
dividiren	d i v i d i ɾ ɛ n
domat	d o m a t
donaràn	d o n a ɾ a n
donàrem	d o n a ɾ e m
efectista	e f e k t i s t a
elapé	e l a p e
eldorado	e l d o ɾ a d o
elevà	e l e v a
entidad	e n t i d a d
epidèrmic	e p i d ɛ ɾ m i k
ermini	e ɾ m i n i
esbrinarem	e z b ɾ i n a ɾ e m
escapolit	e s k a p o l i t
